PROJECTION	evm.model.hic_scaffold_9_pilon.375.12077	I
PROJECTION	evm.model.hic_scaffold_11_pilon.45.338	I
PROJECTION	evm.model.hic_scaffold_7_pilon.1153.239	PG
PROJECTION	evm.model.hic_scaffold_16_pilon.161.11068	PG
PROJECTION	evm.model.hic_scaffold_10_pilon.926.6	M
PROJECTION	evm.model.WTDall_ctg8914.2.23430	PG
PROJECTION	evm.model.hic_scaffold_4_pilon.521.3171	L
PROJECTION	evm.model.hic_scaffold_9_pilon.1595.4847	PG
PROJECTION	evm.model.hic_scaffold_2_pilon.381.5570	PG
PROJECTION	evm.model.hic_scaffold_3_pilon.393.25509	L
PROJECTION	evm.model.hic_scaffold_1_pilon.979.1988	I
PROJECTION	evm.model.hic_scaffold_7_pilon.755.5851	L
PROJECTION	evm.model.hic_scaffold_6_pilon.1162.12743	L
PROJECTION	evm.model.hic_scaffold_7_pilon.475.375	L
PROJECTION	evm.model.hic_scaffold_1_pilon.593.2040	I
PROJECTION	evm.model.hic_scaffold_6_pilon.1542.9361	L
PROJECTION	evm.model.hic_scaffold_7_pilon.1057.-1	PI
PROJECTION	evm.model.hic_scaffold_2_pilon.718.33718	L
PROJECTION	evm.model.hic_scaffold_4_pilon.174.1699	PG
PROJECTION	evm.model.hic_scaffold_9_pilon.1251.8542	PG
PROJECTION	evm.model.hic_scaffold_8_pilon.38.26034	PG
PROJECTION	evm.model.hic_scaffold_4_pilon.606.3213	I
PROJECTION	evm.model.hic_scaffold_10_pilon.1304.30049	L
PROJECTION	evm.model.hic_scaffold_44_pilon.48.26280	PG
PROJECTION	evm.model.hic_scaffold_6_pilon.1070.2307	I
PROJECTION	evm.model.hic_scaffold_10_pilon.499.12359	PG
PROJECTION	evm.model.hic_scaffold_2_pilon.193.87	I
PROJECTION	evm.model.hic_scaffold_6_pilon.1117.101	UL
PROJECTION	evm.model.hic_scaffold_7_pilon.900.7	I
PROJECTION	evm.model.hic_scaffold_7_pilon.469.18426	L
PROJECTION	evm.model.hic_scaffold_4_pilon.552.21316	PG
PROJECTION	evm.model.hic_scaffold_7_pilon.1240.29459	I
PROJECTION	evm.model.hic_scaffold_9_pilon.846.15570	L
PROJECTION	evm.model.hic_scaffold_4_pilon.1228.11861	PG
PROJECTION	evm.model.hic_scaffold_1_pilon.293.12	M
PROJECTION	evm.model.hic_scaffold_6_pilon.532.3	M
PROJECTION	evm.model.hic_scaffold_3_pilon.499.27195	L
PROJECTION	evm.model.hic_scaffold_16_pilon.108.19456	PI
PROJECTION	evm.model.hic_scaffold_10_pilon.408.-1	PM
PROJECTION	evm.model.hic_scaffold_7_pilon.1519.705	I
PROJECTION	evm.model.hic_scaffold_10_pilon.488.31160	PG
PROJECTION	evm.model.hic_scaffold_9_pilon.567.46	I
PROJECTION	evm.model.hic_scaffold_52_pilon.9.35892	PG
PROJECTION	evm.model.hic_scaffold_11_pilon.56.366	PG
PROJECTION	evm.model.hic_scaffold_9_pilon.1801.17404	PG
PROJECTION	evm.model.hic_scaffold_5_pilon.928.1119	I
PROJECTION	evm.model.hic_scaffold_5_pilon.343.7370	I
PROJECTION	evm.model.hic_scaffold_9_pilon.1292.22970	M
PROJECTION	evm.model.hic_scaffold_10_pilon.371.27	M
PROJECTION	evm.model.hic_scaffold_5_pilon.1221.42	I
PROJECTION	evm.model.hic_scaffold_9_pilon.1321.4267	PG
PROJECTION	evm.model.hic_scaffold_5_pilon.1137.17008	PM
PROJECTION	evm.model.hic_scaffold_6_pilon.262.30356	I
PROJECTION	evm.model.hic_scaffold_6_pilon.1605.19704	L
PROJECTION	evm.model.hic_scaffold_14_pilon.52.33440	PG
PROJECTION	evm.model.hic_scaffold_4_pilon.526.3460	PM
PROJECTION	evm.model.hic_scaffold_3_pilon.722.15122	UL
PROJECTION	evm.model.hic_scaffold_3_pilon.41.11706	L
PROJECTION	evm.model.hic_scaffold_6_pilon.1091.2	PI
PROJECTION	evm.model.hic_scaffold_2_pilon.378.704	PG
PROJECTION	evm.model.hic_scaffold_5_pilon.1281.1200	PI
PROJECTION	evm.model.hic_scaffold_1_pilon.261.12	M
PROJECTION	evm.model.scaffold4155_size1231.1.16209	PG
PROJECTION	evm.model.hic_scaffold_2_pilon.625.35918	L
PROJECTION	evm.model.hic_scaffold_3_pilon.58.2745	I
PROJECTION	evm.model.hic_scaffold_8_pilon.600.2652	I
PROJECTION	evm.model.hic_scaffold_7_pilon.614.34531	L
PROJECTION	evm.model.scaffold1841_size1524.1.18343	PG
PROJECTION	evm.model.hic_scaffold_3_pilon.161.5907	I
PROJECTION	evm.model.hic_scaffold_4_pilon.1318.31931	PG
PROJECTION	evm.model.hic_scaffold_10_pilon.592.21896	PG
PROJECTION	evm.model.hic_scaffold_2_pilon.600.3588	L
PROJECTION	evm.model.hic_scaffold_4_pilon.296.357	L
PROJECTION	evm.model.hic_scaffold_7_pilon.1104.1199	I
PROJECTION	evm.model.hic_scaffold_9_pilon.1561.387	PG
PROJECTION	evm.model.hic_scaffold_5_pilon.1197.43	UL
PROJECTION	evm.model.hic_scaffold_9_pilon.367.9180	PG
PROJECTION	evm.model.hic_scaffold_4_pilon.1036.247	I
PROJECTION	evm.model.hic_scaffold_6_pilon.202.2239	L
PROJECTION	evm.model.hic_scaffold_8_pilon.829.4900	PG
PROJECTION	evm.model.hic_scaffold_9_pilon.305.34	I
PROJECTION	evm.model.hic_scaffold_2_pilon.537.2781	L
PROJECTION	evm.model.hic_scaffold_4_pilon.694.82	L
PROJECTION	evm.model.hic_scaffold_9_pilon.746.5530	PM
PROJECTION	evm.model.hic_scaffold_5_pilon.301.6913	PM
PROJECTION	evm.model.hic_scaffold_4_pilon.396.20875	M
PROJECTION	evm.model.hic_scaffold_10_pilon.609.9000	I
PROJECTION	evm.model.hic_scaffold_2_pilon.310.20755	PG
PROJECTION	evm.model.hic_scaffold_5_pilon.225.5	UL
PROJECTION	evm.model.hic_scaffold_6_pilon.1179.9215	UL
PROJECTION	evm.model.hic_scaffold_3_pilon.370.1	M
PROJECTION	evm.model.hic_scaffold_7_pilon.1423.365	L
PROJECTION	evm.model.hic_scaffold_9_pilon.1899.16812	PG
PROJECTION	evm.model.hic_scaffold_4_pilon.228.24261	M
PROJECTION	evm.model.hic_scaffold_3_pilon.83.6207	M
PROJECTION	evm.model.hic_scaffold_10_pilon.930.7117	PG
PROJECTION	evm.model.hic_scaffold_7_pilon.76.2281	I
PROJECTION	evm.model.hic_scaffold_6_pilon.232.12096	PM
PROJECTION	evm.model.hic_scaffold_7_pilon.1617.1584	PG
PROJECTION	evm.model.hic_scaffold_3_pilon.388.4501	I
PROJECTION	evm.model.hic_scaffold_7_pilon.1285.18572	M
PROJECTION	evm.model.hic_scaffold_13_pilon.110.24995	L
PROJECTION	evm.model.hic_scaffold_9_pilon.1086.26	I
PROJECTION	evm.model.hic_scaffold_9_pilon.1386.4245	PG
PROJECTION	evm.model.hic_scaffold_5_pilon.708.2123	M
PROJECTION	evm.model.hic_scaffold_6_pilon.1695.55	M
PROJECTION	evm.model.hic_scaffold_6_pilon.207.2265	I
PROJECTION	evm.model.hic_scaffold_9_pilon.886.-1	PM
PROJECTION	evm.model.hic_scaffold_5_pilon.279.335	I
PROJECTION	evm.model.hic_scaffold_11_pilon.46.338	I
PROJECTION	evm.model.hic_scaffold_6_pilon.1556.362	I
PROJECTION	evm.model.hic_scaffold_7_pilon.652.6636	I
PROJECTION	evm.model.scaffold1222_size12618.1.30562	PG
PROJECTION	evm.model.hic_scaffold_6_pilon.1570.-1	PM
PROJECTION	evm.model.hic_scaffold_3_pilon.322.1	I
PROJECTION	evm.model.hic_scaffold_9_pilon.1801.34518	PG
PROJECTION	evm.model.hic_scaffold_10_pilon.445.25966	PG
PROJECTION	evm.model.hic_scaffold_2_pilon.459.376	PG
PROJECTION	evm.model.hic_scaffold_2_pilon.422.9228	PG
PROJECTION	evm.model.hic_scaffold_62_pilon.14.29501	L
PROJECTION	evm.model.hic_scaffold_2_pilon.628.25819	PM
PROJECTION	evm.model.hic_scaffold_5_pilon.338.5	I
PROJECTION	evm.model.hic_scaffold_50_pilon.29.11717	PG
PROJECTION	evm.model.hic_scaffold_13_pilon.20.136	I
PROJECTION	evm.model.hic_scaffold_2_pilon.244.3225	PG
PROJECTION	evm.model.contig_49_pilon.20.7680	PG
PROJECTION	evm.model.hic_scaffold_1_pilon.194.41	I
PROJECTION	evm.model.hic_scaffold_10_pilon.877.1637	L
PROJECTION	evm.model.hic_scaffold_8_pilon.121.10233	PM
PROJECTION	evm.model.hic_scaffold_21_pilon.48.6880	L
PROJECTION	evm.model.hic_scaffold_7_pilon.543.-1	PI
PROJECTION	evm.model.hic_scaffold_1_pilon.970.9501	PG
PROJECTION	evm.model.hic_scaffold_8_pilon.38.16944	PG
PROJECTION	evm.model.hic_scaffold_1_pilon.938.10763	PG
PROJECTION	evm.model.hic_scaffold_10_pilon.1002.-1	UL
PROJECTION	evm.model.hic_scaffold_2_pilon.78.2579	UL
PROJECTION	evm.model.hic_scaffold_10_pilon.184.-1	M
PROJECTION	evm.model.hic_scaffold_33_pilon.16.14887	PG
PROJECTION	evm.model.hic_scaffold_3_pilon.23.21466	PM
PROJECTION	evm.model.hic_scaffold_1_pilon.680.165	M
PROJECTION	evm.model.hic_scaffold_9_pilon.740.25343	PG
PROJECTION	evm.model.hic_scaffold_6_pilon.1640.-1	PI
PROJECTION	evm.model.hic_scaffold_9_pilon.1638.2783	UL
PROJECTION	evm.model.hic_scaffold_5_pilon.175.7774	UL
PROJECTION	evm.model.hic_scaffold_6_pilon.8.23465	PG
PROJECTION	evm.model.hic_scaffold_9_pilon.938.7543	PG
PROJECTION	evm.model.hic_scaffold_6_pilon.1564.2244	PG
PROJECTION	evm.model.hic_scaffold_4_pilon.1254.19649	PG
PROJECTION	evm.model.hic_scaffold_9_pilon.1181.4	M
PROJECTION	evm.model.hic_scaffold_9_pilon.893.4	M
PROJECTION	evm.model.hic_scaffold_5_pilon.1266.1052	PG
PROJECTION	evm.model.hic_scaffold_3_pilon.504.19864	I
PROJECTION	evm.model.hic_scaffold_15_pilon.74.15310	M
PROJECTION	evm.model.hic_scaffold_7_pilon.1340.37	M
PROJECTION	evm.model.hic_scaffold_1_pilon.308.490	I
PROJECTION	evm.model.hic_scaffold_7_pilon.597.2933	I
PROJECTION	evm.model.hic_scaffold_10_pilon.168.25228	I
PROJECTION	evm.model.hic_scaffold_6_pilon.482.12812	PM
PROJECTION	evm.model.hic_scaffold_7_pilon.1286.12837	M
PROJECTION	evm.model.hic_scaffold_1_pilon.108.-1	I
PROJECTION	evm.model.hic_scaffold_6_pilon.902.1033	I
PROJECTION	evm.model.hic_scaffold_9_pilon.642.4017	M
PROJECTION	evm.model.hic_scaffold_5_pilon.1434.29486	PG
PROJECTION	evm.model.hic_scaffold_9_pilon.1504.311	I
PROJECTION	evm.model.hic_scaffold_7_pilon.210.15878	I
PROJECTION	evm.model.hic_scaffold_3_pilon.1235.1769	I
PROJECTION	evm.model.hic_scaffold_45_pilon.21.17401	L
PROJECTION	evm.model.hic_scaffold_12_pilon.32.-1	L
PROJECTION	evm.model.hic_scaffold_2_pilon.76.22510	PG
PROJECTION	evm.model.hic_scaffold_5_pilon.870.8362	L
PROJECTION	evm.model.hic_scaffold_4_pilon.671.82	I
PROJECTION	evm.model.hic_scaffold_3_pilon.16.-1	I
PROJECTION	evm.model.hic_scaffold_3_pilon.350.1906	I
PROJECTION	evm.model.hic_scaffold_9_pilon.1801.23845	PG
PROJECTION	evm.model.hic_scaffold_7_pilon.1560.21313	PG
PROJECTION	evm.model.hic_scaffold_4_pilon.486.8320	I
PROJECTION	evm.model.hic_scaffold_10_pilon.899.16782	L
PROJECTION	evm.model.hic_scaffold_1_pilon.613.21	UL
PROJECTION	evm.model.hic_scaffold_4_pilon.1356.18108	PM
PROJECTION	evm.model.hic_scaffold_15_pilon.103.3420	I
PROJECTION	evm.model.hic_scaffold_6_pilon.814.97	PG
PROJECTION	evm.model.hic_scaffold_6_pilon.1607.12284	M
PROJECTION	evm.model.hic_scaffold_9_pilon.563.577	L
PROJECTION	evm.model.hic_scaffold_39_pilon.12.23017	PG
PROJECTION	evm.model.hic_scaffold_8_pilon.208.1101	I
PROJECTION	evm.model.hic_scaffold_2_pilon.401.4422	M
PROJECTION	evm.model.hic_scaffold_4_pilon.943.13755	L
PROJECTION	evm.model.hic_scaffold_4_pilon.368.98	L
PROJECTION	evm.model.hic_scaffold_6_pilon.883.15647	PM
PROJECTION	evm.model.hic_scaffold_8_pilon.706.31180	PG
PROJECTION	evm.model.hic_scaffold_4_pilon.626.179	UL
PROJECTION	evm.model.hic_scaffold_6_pilon.985.608	I
PROJECTION	evm.model.hic_scaffold_2_pilon.48.31039	PM
PROJECTION	evm.model.hic_scaffold_2_pilon.23.34775	PG
PROJECTION	evm.model.hic_scaffold_9_pilon.1671.617	L
PROJECTION	evm.model.hic_scaffold_6_pilon.816.156	PM
PROJECTION	evm.model.hic_scaffold_7_pilon.53.-1	UL
PROJECTION	evm.model.hic_scaffold_2_pilon.598.3588	L
PROJECTION	evm.model.hic_scaffold_10_pilon.793.-1	PI
PROJECTION	evm.model.hic_scaffold_11_pilon.27.12808	I
PROJECTION	evm.model.hic_scaffold_9_pilon.302.34	M
PROJECTION	evm.model.hic_scaffold_6_pilon.1426.508	I
PROJECTION	evm.model.hic_scaffold_7_pilon.1138.20645	L
PROJECTION	evm.model.hic_scaffold_5_pilon.187.20485	L
PROJECTION	evm.model.hic_scaffold_6_pilon.418.277	UL
PROJECTION	evm.model.hic_scaffold_3_pilon.429.1	L
PROJECTION	evm.model.hic_scaffold_31_pilon.8.26536	L
PROJECTION	evm.model.hic_scaffold_5_pilon.877.14123	L
PROJECTION	evm.model.hic_scaffold_3_pilon.473.27787	PM
PROJECTION	evm.model.hic_scaffold_6_pilon.1554.11154	I
PROJECTION	evm.model.hic_scaffold_5_pilon.1190.140	I
PROJECTION	evm.model.hic_scaffold_7_pilon.661.9498	I
PROJECTION	evm.model.hic_scaffold_8_pilon.399.2231	I
PROJECTION	evm.model.hic_scaffold_1_pilon.68.3559	PG
PROJECTION	evm.model.hic_scaffold_45_pilon.12.7291	I
PROJECTION	evm.model.hic_scaffold_9_pilon.678.35905	PG
PROJECTION	evm.model.hic_scaffold_10_pilon.74.2049	M
PROJECTION	evm.model.hic_scaffold_9_pilon.1124.4102	PG
PROJECTION	evm.model.hic_scaffold_6_pilon.1141.17769	I
PROJECTION	evm.model.hic_scaffold_1_pilon.487.12	M
PROJECTION	evm.model.hic_scaffold_6_pilon.260.2348	L
PROJECTION	evm.model.hic_scaffold_14_pilon.40.1228	UL
PROJECTION	evm.model.hic_scaffold_6_pilon.183.3	M
PROJECTION	evm.model.hic_scaffold_6_pilon.1813.19461	PG
PROJECTION	evm.model.hic_scaffold_4_pilon.874.4844	I
PROJECTION	evm.model.hic_scaffold_45_pilon.21.5226	L
PROJECTION	evm.model.hic_scaffold_8_pilon.185.21743	I
PROJECTION	evm.model.hic_scaffold_5_pilon.782.11947	L
PROJECTION	evm.model.hic_scaffold_6_pilon.1285.6318	PM
PROJECTION	evm.model.hic_scaffold_6_pilon.536.-1	PI
PROJECTION	evm.model.hic_scaffold_4_pilon.537.28266	PG
PROJECTION	evm.model.hic_scaffold_6_pilon.1460.2	I
PROJECTION	evm.model.hic_scaffold_5_pilon.792.31935	PM
PROJECTION	evm.model.contig_70_pilon.1.11339	PG
PROJECTION	evm.model.hic_scaffold_10_pilon.838.234	I
PROJECTION	evm.model.hic_scaffold_9_pilon.1550.6385	M
PROJECTION	evm.model.hic_scaffold_9_pilon.583.11381	PG
PROJECTION	evm.model.hic_scaffold_4_pilon.178.4821	PG
PROJECTION	evm.model.hic_scaffold_9_pilon.435.19048	PG
PROJECTION	evm.model.hic_scaffold_6_pilon.447.-1	PI
PROJECTION	evm.model.hic_scaffold_10_pilon.98.3863	M
PROJECTION	evm.model.hic_scaffold_6_pilon.1079.3108	I
PROJECTION	evm.model.hic_scaffold_5_pilon.1073.874	I
PROJECTION	evm.model.hic_scaffold_6_pilon.199.3	M
PROJECTION	evm.model.hic_scaffold_8_pilon.834.7722	PM
PROJECTION	evm.model.hic_scaffold_4_pilon.59.22322	PG
PROJECTION	evm.model.hic_scaffold_9_pilon.573.20848	PG
PROJECTION	evm.model.hic_scaffold_9_pilon.1851.11621	PG
PROJECTION	evm.model.hic_scaffold_10_pilon.1308.-1	I
PROJECTION	evm.model.hic_scaffold_6_pilon.614.-1	UL
PROJECTION	evm.model.hic_scaffold_7_pilon.764.5750	PG
PROJECTION	evm.model.hic_scaffold_14_pilon.78.4162	I
PROJECTION	evm.model.hic_scaffold_4_pilon.567.9155	PG
PROJECTION	evm.model.hic_scaffold_4_pilon.422.23659	PG
PROJECTION	evm.model.hic_scaffold_9_pilon.483.14714	PG
PROJECTION	evm.model.hic_scaffold_4_pilon.233.58	I
PROJECTION	evm.model.hic_scaffold_3_pilon.55.11706	L
PROJECTION	evm.model.hic_scaffold_4_pilon.91.35947	I
PROJECTION	evm.model.hic_scaffold_4_pilon.1030.18671	PG
PROJECTION	evm.model.hic_scaffold_2_pilon.344.34707	L
PROJECTION	evm.model.hic_scaffold_6_pilon.113.33600	L
PROJECTION	evm.model.hic_scaffold_7_pilon.783.34971	L
PROJECTION	evm.model.hic_scaffold_7_pilon.877.11930	L
PROJECTION	evm.model.hic_scaffold_7_pilon.1219.5301	I
PROJECTION	evm.model.hic_scaffold_6_pilon.1532.12469	UL
PROJECTION	evm.model.hic_scaffold_10_pilon.459.32760	PG
PROJECTION	evm.model.hic_scaffold_8_pilon.761.30169	PG
PROJECTION	evm.model.hic_scaffold_6_pilon.237.3	M
PROJECTION	evm.model.hic_scaffold_7_pilon.1116.10040	PG
PROJECTION	evm.model.hic_scaffold_1_pilon.295.2057	I
PROJECTION	evm.model.hic_scaffold_6_pilon.876.2	I
PROJECTION	evm.model.hic_scaffold_5_pilon.1301.5470	I
PROJECTION	evm.model.hic_scaffold_2_pilon.167.451	L
PROJECTION	evm.model.hic_scaffold_3_pilon.151.2286	I
PROJECTION	evm.model.hic_scaffold_10_pilon.1247.2408	I
PROJECTION	evm.model.hic_scaffold_6_pilon.812.97	PG
PROJECTION	evm.model.hic_scaffold_7_pilon.1323.4850	I
PROJECTION	evm.model.hic_scaffold_3_pilon.1070.1710	I
PROJECTION	evm.model.hic_scaffold_5_pilon.1510.24192	PM
PROJECTION	evm.model.hic_scaffold_5_pilon.1029.19331	I
PROJECTION	evm.model.hic_scaffold_4_pilon.56.12704	PG
PROJECTION	evm.model.hic_scaffold_6_pilon.348.3547	PI
PROJECTION	evm.model.hic_scaffold_9_pilon.1064.23774	L
PROJECTION	evm.model.hic_scaffold_3_pilon.1395.-1	L
PROJECTION	evm.model.hic_scaffold_3_pilon.355.15347	PM
PROJECTION	evm.model.hic_scaffold_3_pilon.1009.25	I
PROJECTION	evm.model.hic_scaffold_5_pilon.523.-1	PI
PROJECTION	evm.model.hic_scaffold_3_pilon.1126.19170	PI
PROJECTION	evm.model.hic_scaffold_16_pilon.167.24152	PM
PROJECTION	evm.model.hic_scaffold_9_pilon.1777.24199	PG
PROJECTION	evm.model.hic_scaffold_3_pilon.1212.2198	PM
PROJECTION	evm.model.hic_scaffold_4_pilon.495.11834	PG
PROJECTION	evm.model.hic_scaffold_45_pilon.9.9695	L
PROJECTION	evm.model.hic_scaffold_1_pilon.74.-1	I
PROJECTION	evm.model.hic_scaffold_9_pilon.1547.21917	PG
PROJECTION	evm.model.hic_scaffold_8_pilon.507.7404	PM
PROJECTION	evm.model.hic_scaffold_6_pilon.507.6469	PM
PROJECTION	evm.model.hic_scaffold_1_pilon.786.64	L
PROJECTION	evm.model.hic_scaffold_2_pilon.581.3588	L
PROJECTION	evm.model.hic_scaffold_10_pilon.533.31567	PG
PROJECTION	evm.model.hic_scaffold_10_pilon.1210.6	M
PROJECTION	evm.model.hic_scaffold_13_pilon.103.24738	L
PROJECTION	evm.model.hic_scaffold_7_pilon.344.9	I
PROJECTION	evm.model.hic_scaffold_7_pilon.1601.44	I
PROJECTION	evm.model.hic_scaffold_7_pilon.17.2999	PG
PROJECTION	evm.model.hic_scaffold_4_pilon.1204.198	I
PROJECTION	evm.model.hic_scaffold_2_pilon.278.16280	PG
PROJECTION	evm.model.hic_scaffold_3_pilon.660.1	M
PROJECTION	evm.model.hic_scaffold_16_pilon.83.12661	PG
PROJECTION	evm.model.hic_scaffold_4_pilon.687.82	L
PROJECTION	evm.model.hic_scaffold_1_pilon.378.126	I
PROJECTION	evm.model.hic_scaffold_8_pilon.585.467	I
PROJECTION	evm.model.hic_scaffold_9_pilon.1314.6462	PG
PROJECTION	evm.model.hic_scaffold_3_pilon.9.29151	PG
PROJECTION	evm.model.hic_scaffold_9_pilon.1334.35108	PG
PROJECTION	evm.model.hic_scaffold_22_pilon.2.926	I
PROJECTION	evm.model.hic_scaffold_4_pilon.1007.1260	UL
PROJECTION	evm.model.hic_scaffold_4_pilon.566.9155	L
PROJECTION	evm.model.hic_scaffold_13_pilon.87.7927	PG
PROJECTION	evm.model.hic_scaffold_10_pilon.1189.18983	PG
PROJECTION	evm.model.hic_scaffold_2_pilon.648.23541	PG
PROJECTION	evm.model.hic_scaffold_3_pilon.928.25	PM
PROJECTION	evm.model.hic_scaffold_56_pilon.6.28806	PG
PROJECTION	evm.model.hic_scaffold_6_pilon.1406.2	M
PROJECTION	evm.model.hic_scaffold_7_pilon.1519.17875	PM
PROJECTION	evm.model.hic_scaffold_9_pilon.1785.8136	PG
PROJECTION	evm.model.hic_scaffold_7_pilon.386.11084	L
PROJECTION	evm.model.hic_scaffold_3_pilon.519.1	L
PROJECTION	evm.model.hic_scaffold_6_pilon.1190.5874	UL
PROJECTION	evm.model.hic_scaffold_6_pilon.1416.-1	I
PROJECTION	evm.model.hic_scaffold_11_pilon.14.2448	PG
PROJECTION	evm.model.hic_scaffold_2_pilon.314.8069	L
PROJECTION	evm.model.hic_scaffold_9_pilon.368.-1	PI
PROJECTION	evm.model.hic_scaffold_10_pilon.1269.6	I
PROJECTION	evm.model.hic_scaffold_3_pilon.346.2645	I
PROJECTION	evm.model.hic_scaffold_7_pilon.552.9841	M
PROJECTION	evm.model.hic_scaffold_1_pilon.692.30	UL
PROJECTION	evm.model.hic_scaffold_5_pilon.371.3617	I
PROJECTION	evm.model.hic_scaffold_42_pilon.2.1390	I
PROJECTION	evm.model.hic_scaffold_4_pilon.550.25098	PG
PROJECTION	evm.model.hic_scaffold_9_pilon.1184.5499	PI
PROJECTION	evm.model.hic_scaffold_10_pilon.497.13795	PG
PROJECTION	evm.model.hic_scaffold_4_pilon.88.7550	I
PROJECTION	evm.model.hic_scaffold_10_pilon.392.15804	L
PROJECTION	evm.model.hic_scaffold_4_pilon.648.15214	PG
PROJECTION	evm.model.hic_scaffold_10_pilon.903.2680	M
PROJECTION	evm.model.hic_scaffold_3_pilon.1265.14677	I
PROJECTION	evm.model.hic_scaffold_7_pilon.1544.6514	PG
PROJECTION	evm.model.hic_scaffold_1_pilon.741.64	I
PROJECTION	evm.model.hic_scaffold_10_pilon.488.5365	PG
PROJECTION	evm.model.hic_scaffold_9_pilon.1863.-1	I
PROJECTION	evm.model.hic_scaffold_9_pilon.1199.12681	L
PROJECTION	evm.model.hic_scaffold_5_pilon.1128.12348	L
PROJECTION	evm.model.hic_scaffold_4_pilon.1099.6670	I
