gene	chain	pred
evm.model.hic_scaffold_13_pilon.101	28641	0.007476018741726875
evm.model.hic_scaffold_13_pilon.101	22886	0.005978799425065517
evm.model.hic_scaffold_5_pilon.244	19665	0.03691134601831436
evm.model.hic_scaffold_5_pilon.244	16947	0.006750921253114939
evm.model.hic_scaffold_5_pilon.244	24764	0.03355734795331955
evm.model.hic_scaffold_5_pilon.244	16185	0.006750921253114939
evm.model.hic_scaffold_5_pilon.244	25286	0.010283106938004494
evm.model.hic_scaffold_5_pilon.244	24403	0.006750921253114939
evm.model.hic_scaffold_5_pilon.244	22604	0.006750921253114939
evm.model.hic_scaffold_5_pilon.244	29538	0.006750921253114939
evm.model.hic_scaffold_5_pilon.244	15811	0.03651643171906471
evm.model.hic_scaffold_5_pilon.244	28457	0.006750921253114939
evm.model.hic_scaffold_5_pilon.244	23223	0.010283106938004494
evm.model.hic_scaffold_8_pilon.762	14894	0.006750921253114939
evm.model.hic_scaffold_8_pilon.762	27783	0.007175676058977842
evm.model.hic_scaffold_8_pilon.762	34440	0.006933967582881451
evm.model.hic_scaffold_8_pilon.762	22840	0.006750921253114939
evm.model.hic_scaffold_8_pilon.762	21814	0.007476018741726875
evm.model.hic_scaffold_8_pilon.762	13427	0.006750921253114939
evm.model.hic_scaffold_23_pilon.14	23553	0.01212527509778738
evm.model.hic_scaffold_23_pilon.14	33668	0.41027361154556274
evm.model.hic_scaffold_45_pilon.17	23225	0.006876039318740368
evm.model.hic_scaffold_45_pilon.17	5166	0.043177563697099686
evm.model.hic_scaffold_45_pilon.17	3584	0.09082862734794617
evm.model.hic_scaffold_45_pilon.17	4318	0.010217519477009773
evm.model.hic_scaffold_45_pilon.17	17401	0.004552047699689865
evm.model.hic_scaffold_45_pilon.17	6491	0.011273225769400597
evm.model.hic_scaffold_45_pilon.17	3671	0.09082862734794617
evm.model.hic_scaffold_45_pilon.17	27122	0.00385989504866302
evm.model.hic_scaffold_7_pilon.440	8109	0.9409948587417603
evm.model.hic_scaffold_7_pilon.440	5386	0.6347108483314514
evm.model.hic_scaffold_6_pilon.129	16489	0.006750921253114939
evm.model.hic_scaffold_6_pilon.129	20491	0.007600587792694569
evm.model.hic_scaffold_6_pilon.129	27998	0.007600587792694569
evm.model.hic_scaffold_6_pilon.129	35099	0.00791759230196476
evm.model.hic_scaffold_6_pilon.129	28120	0.0072233714163303375
evm.model.hic_scaffold_6_pilon.129	33186	0.005832587368786335
evm.model.hic_scaffold_6_pilon.129	28087	0.006717151962220669
evm.model.hic_scaffold_6_pilon.129	27589	0.007600587792694569
evm.model.hic_scaffold_6_pilon.129	30074	0.006621518172323704
evm.model.hic_scaffold_6_pilon.129	364	0.006750921253114939
evm.model.hic_scaffold_6_pilon.129	15012	0.006750921253114939
evm.model.hic_scaffold_6_pilon.129	29683	0.005978799425065517
evm.model.hic_scaffold_6_pilon.129	25095	0.006447897758334875
evm.model.hic_scaffold_6_pilon.129	34014	0.008548067882657051
evm.model.hic_scaffold_6_pilon.129	22824	0.007600587792694569
evm.model.hic_scaffold_6_pilon.129	8795	0.00385989504866302
evm.model.hic_scaffold_6_pilon.129	27067	0.007600587792694569
evm.model.hic_scaffold_6_pilon.129	32343	0.005832587368786335
evm.model.hic_scaffold_6_pilon.129	21102	0.006750921253114939
evm.model.hic_scaffold_6_pilon.129	9587	0.007175676058977842
evm.model.hic_scaffold_6_pilon.129	13603	0.006621518172323704
evm.model.hic_scaffold_6_pilon.129	18114	0.006479518488049507
evm.model.hic_scaffold_6_pilon.1443	3215	0.007476018741726875
evm.model.hic_scaffold_1_pilon.650	10180	0.013429302722215652
evm.model.hic_scaffold_6_pilon.1603	18191	0.006447897758334875
evm.model.hic_scaffold_6_pilon.1603	8424	0.006750921253114939
evm.model.hic_scaffold_6_pilon.1603	5047	0.006750921253114939
evm.model.hic_scaffold_6_pilon.1603	16127	0.006750921253114939
evm.model.hic_scaffold_6_pilon.1603	8294	0.006750921253114939
evm.model.hic_scaffold_3_pilon.1118	1931	0.006750921253114939
evm.model.hic_scaffold_2_pilon.127	26810	0.008457362651824951
evm.model.hic_scaffold_2_pilon.127	32922	0.014860974624752998
evm.model.hic_scaffold_2_pilon.127	33697	0.014860974624752998
evm.model.hic_scaffold_2_pilon.127	34137	0.006750921253114939
evm.model.hic_scaffold_2_pilon.127	30935	0.006750921253114939
evm.model.hic_scaffold_2_pilon.127	29495	0.006621518172323704
evm.model.hic_scaffold_2_pilon.127	32130	0.008457362651824951
evm.model.hic_scaffold_2_pilon.127	33146	0.008457362651824951
evm.model.hic_scaffold_2_pilon.127	32439	0.007175676058977842
evm.model.hic_scaffold_2_pilon.127	24138	0.007476018741726875
evm.model.hic_scaffold_2_pilon.127	36021	0.006447897758334875
evm.model.hic_scaffold_2_pilon.129	26810	0.007805002387613058
evm.model.hic_scaffold_2_pilon.129	34137	0.006750921253114939
evm.model.hic_scaffold_2_pilon.129	30935	0.006750921253114939
evm.model.hic_scaffold_2_pilon.129	29970	0.006447897758334875
evm.model.hic_scaffold_2_pilon.129	33146	0.008457362651824951
evm.model.hic_scaffold_2_pilon.129	24138	0.007175676058977842
evm.model.hic_scaffold_6_pilon.1775	29632	0.005832587368786335
evm.model.hic_scaffold_6_pilon.1775	34499	0.006447897758334875
evm.model.hic_scaffold_6_pilon.1775	15176	0.006447897758334875
evm.model.hic_scaffold_6_pilon.1775	24387	0.006717151962220669
evm.model.hic_scaffold_6_pilon.1775	482	0.007843945175409317
evm.model.hic_scaffold_6_pilon.1775	34397	0.023019982501864433
evm.model.hic_scaffold_6_pilon.1775	16600	0.006447897758334875
evm.model.hic_scaffold_6_pilon.1775	29143	0.005832587368786335
evm.model.hic_scaffold_6_pilon.1775	32472	0.006717151962220669
evm.model.hic_scaffold_6_pilon.1775	31332	0.006717151962220669
evm.model.hic_scaffold_6_pilon.1775	29956	0.006717151962220669
evm.model.hic_scaffold_6_pilon.1775	30392	0.006447897758334875
evm.model.hic_scaffold_6_pilon.1775	24418	0.006447897758334875
evm.model.hic_scaffold_6_pilon.1775	33227	0.006256431806832552
evm.model.hic_scaffold_6_pilon.1775	30205	0.005832587368786335
evm.model.hic_scaffold_7_pilon.1536	2399	0.94310462474823
evm.model.hic_scaffold_7_pilon.1536	32091	0.00385989504866302
evm.model.hic_scaffold_7_pilon.1536	36012	0.00385989504866302
evm.model.hic_scaffold_6_pilon.618	8124	0.014295963570475578
evm.model.hic_scaffold_9_pilon.1515	34425	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	8436	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	33700	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	4577	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	8276	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	4655	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	193	0.603391706943512
evm.model.hic_scaffold_9_pilon.1515	13933	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	6676	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	3967	0.014295963570475578
evm.model.hic_scaffold_9_pilon.1515	34567	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	34992	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	35834	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	34523	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	32352	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	14226	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	20135	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	34881	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	3877	0.014295963570475578
evm.model.hic_scaffold_9_pilon.1515	5504	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	10806	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	5388	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	10516	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	31144	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	35330	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	6753	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	34373	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	33904	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	32918	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	35586	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	20833	0.00385989504866302
evm.model.hic_scaffold_7_pilon.1583	34163	0.010310426354408264
evm.model.hic_scaffold_5_pilon.609	688	0.8305034637451172
evm.model.hic_scaffold_4_pilon.67	5477	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1083	34890	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1084	34890	0.006750921253114939
evm.model.hic_scaffold_4_pilon.877	838	0.9517076015472412
evm.model.hic_scaffold_2_pilon.514	13803	0.00385989504866302
evm.model.hic_scaffold_2_pilon.524	16211	0.009447126649320126
evm.model.hic_scaffold_2_pilon.524	1272	0.006750921253114939
evm.model.hic_scaffold_8_pilon.293	4966	0.7651262879371643
evm.model.hic_scaffold_8_pilon.294	4966	0.7651262879371643
evm.model.hic_scaffold_4_pilon.1080	16218	0.012688570655882359
evm.model.hic_scaffold_4_pilon.1080	31107	0.006256431806832552
evm.model.hic_scaffold_4_pilon.1080	18853	0.007957348600029945
evm.model.hic_scaffold_4_pilon.1080	34709	0.006717151962220669
evm.model.hic_scaffold_4_pilon.1080	24337	0.007600587792694569
evm.model.hic_scaffold_4_pilon.1080	34046	0.007600587792694569
evm.model.hic_scaffold_4_pilon.1080	5627	0.048992592841386795
evm.model.hic_scaffold_4_pilon.1080	33267	0.007600587792694569
evm.model.hic_scaffold_4_pilon.1080	20426	0.011408084072172642
evm.model.hic_scaffold_4_pilon.1080	30196	0.007600587792694569
evm.model.hic_scaffold_4_pilon.1080	17602	0.006447897758334875
evm.model.hic_scaffold_4_pilon.1080	4995	0.006750921253114939
evm.model.hic_scaffold_4_pilon.1080	5130	0.006750921253114939
evm.model.hic_scaffold_4_pilon.1080	33517	0.006876039318740368
evm.model.hic_scaffold_4_pilon.1080	30487	0.007175676058977842
evm.model.hic_scaffold_4_pilon.1080	19401	0.008810875937342644
evm.model.hic_scaffold_4_pilon.1080	26166	0.00385989504866302
evm.model.hic_scaffold_4_pilon.1080	32498	0.006717151962220669
evm.model.hic_scaffold_4_pilon.1080	8220	0.007476018741726875
evm.model.hic_scaffold_4_pilon.1080	34584	0.023019982501864433
evm.model.hic_scaffold_4_pilon.1080	16017	0.008457362651824951
evm.model.hic_scaffold_4_pilon.1081	31107	0.006447897758334875
evm.model.hic_scaffold_4_pilon.1081	18853	0.007957348600029945
evm.model.hic_scaffold_4_pilon.1081	24337	0.008810875937342644
evm.model.hic_scaffold_4_pilon.1081	5627	0.07921244204044342
evm.model.hic_scaffold_4_pilon.1081	31225	0.0067281657829880714
evm.model.hic_scaffold_4_pilon.1081	18662	0.02350120060145855
evm.model.hic_scaffold_4_pilon.1081	4995	0.006750921253114939
evm.model.hic_scaffold_4_pilon.1081	5130	0.006750921253114939
evm.model.hic_scaffold_4_pilon.1081	30487	0.006447897758334875
evm.model.hic_scaffold_4_pilon.1081	8220	0.023404370993375778
evm.model.hic_scaffold_4_pilon.1081	34232	0.00385989504866302
evm.model.hic_scaffold_4_pilon.1081	26545	0.00385989504866302
evm.model.hic_scaffold_4_pilon.1081	31143	0.00385989504866302
evm.model.hic_scaffold_4_pilon.1081	20994	0.00385989504866302
evm.model.hic_scaffold_10_pilon.1250	18622	0.007600587792694569
evm.model.hic_scaffold_10_pilon.531	26082	0.00385989504866302
evm.model.hic_scaffold_10_pilon.531	21354	0.006621518172323704
evm.model.hic_scaffold_5_pilon.1493	768	0.12034816294908524
evm.model.hic_scaffold_8_pilon.181	23161	0.05008462071418762
evm.model.hic_scaffold_8_pilon.181	31754	0.05008462071418762
evm.model.hic_scaffold_45_pilon.19	9594	0.26750287413597107
evm.model.hic_scaffold_45_pilon.19	13574	0.16541007161140442
evm.model.hic_scaffold_45_pilon.19	3584	0.36928147077560425
evm.model.hic_scaffold_45_pilon.19	4318	0.0726327896118164
evm.model.hic_scaffold_45_pilon.19	5226	0.36928147077560425
evm.model.hic_scaffold_45_pilon.19	11528	0.03651643171906471
evm.model.hic_scaffold_45_pilon.19	30035	0.00385989504866302
evm.model.hic_scaffold_45_pilon.19	14802	0.010310426354408264
evm.model.hic_scaffold_45_pilon.19	3671	0.36928147077560425
evm.model.hic_scaffold_45_pilon.20	28725	0.006750921253114939
evm.model.hic_scaffold_45_pilon.21	28725	0.006750921253114939
evm.model.hic_scaffold_45_pilon.23	28725	0.006750921253114939
evm.model.hic_scaffold_9_pilon.202	5234	0.1147458478808403
evm.model.hic_scaffold_8_pilon.747	10588	0.07921244204044342
evm.model.hic_scaffold_8_pilon.747	257	0.011702832765877247
evm.model.hic_scaffold_3_pilon.222	1826	0.006750921253114939
evm.model.hic_scaffold_10_pilon.1334	9195	0.03371972590684891
evm.model.hic_scaffold_10_pilon.1334	19123	0.006750921253114939
evm.model.hic_scaffold_10_pilon.1335	9195	0.07921244204044342
evm.model.scaffold3883_size1258.2	20385	0.006256431806832552
evm.model.hic_scaffold_3_pilon.573	12964	0.00385989504866302
evm.model.hic_scaffold_10_pilon.825	10741	0.006750921253114939
evm.model.hic_scaffold_10_pilon.825	20945	0.005978799425065517
evm.model.hic_scaffold_10_pilon.825	19162	0.00385989504866302
evm.model.hic_scaffold_10_pilon.825	1183	0.021153416484594345
evm.model.hic_scaffold_10_pilon.454	21460	0.007175676058977842
evm.model.hic_scaffold_10_pilon.454	29679	0.006750921253114939
evm.model.hic_scaffold_10_pilon.454	31644	0.006479518488049507
evm.model.hic_scaffold_10_pilon.454	18359	0.006447897758334875
evm.model.hic_scaffold_10_pilon.454	8227	0.006621518172323704
evm.model.hic_scaffold_10_pilon.454	23674	0.00385989504866302
evm.model.hic_scaffold_10_pilon.454	25399	0.007175676058977842
evm.model.hic_scaffold_10_pilon.454	25275	0.00385989504866302
evm.model.hic_scaffold_10_pilon.454	32411	0.00385989504866302
evm.model.hic_scaffold_10_pilon.454	32639	0.00385989504866302
evm.model.hic_scaffold_10_pilon.454	34488	0.00385989504866302
evm.model.hic_scaffold_10_pilon.454	27982	0.005978799425065517
evm.model.hic_scaffold_10_pilon.454	9087	0.007175676058977842
evm.model.hic_scaffold_10_pilon.454	22745	0.007175676058977842
evm.model.hic_scaffold_10_pilon.454	22312	0.006479518488049507
evm.model.hic_scaffold_10_pilon.454	19270	0.005832587368786335
evm.model.hic_scaffold_10_pilon.454	18882	0.006750921253114939
evm.model.hic_scaffold_10_pilon.454	28371	0.006750921253114939
evm.model.hic_scaffold_10_pilon.454	33210	0.006876039318740368
evm.model.hic_scaffold_10_pilon.454	8940	0.007476018741726875
evm.model.hic_scaffold_7_pilon.1150	239	0.006750921253114939
evm.model.hic_scaffold_7_pilon.1151	239	0.03691134601831436
evm.model.hic_scaffold_7_pilon.1206	1890	0.15936818718910217
evm.model.hic_scaffold_10_pilon.240	13393	0.00385989504866302
evm.model.hic_scaffold_4_pilon.517	10956	0.006750921253114939
evm.model.hic_scaffold_4_pilon.517	26624	0.00385989504866302
evm.model.hic_scaffold_2_pilon.439	15565	0.3681967854499817
evm.model.hic_scaffold_5_pilon.952	34607	0.00385989504866302
evm.model.hic_scaffold_5_pilon.952	744	0.8305034637451172
evm.model.hic_scaffold_5_pilon.203	3902	0.9805133938789368
evm.model.hic_scaffold_5_pilon.203	29839	0.00385989504866302
evm.model.hic_scaffold_5_pilon.203	29231	0.00385989504866302
evm.model.hic_scaffold_5_pilon.203	27871	0.00385989504866302
evm.model.hic_scaffold_5_pilon.203	31982	0.00385989504866302
evm.model.hic_scaffold_5_pilon.203	31273	0.00385989504866302
evm.model.hic_scaffold_5_pilon.203	33497	0.00385989504866302
evm.model.hic_scaffold_5_pilon.203	30975	0.00385989504866302
evm.model.hic_scaffold_3_pilon.824	6776	0.9805133938789368
evm.model.hic_scaffold_63_pilon.5	16549	0.007957348600029945
evm.model.hic_scaffold_63_pilon.8	16549	0.007957348600029945
evm.model.hic_scaffold_4_pilon.141	4984	0.03746916726231575
evm.model.hic_scaffold_10_pilon.62	23817	0.006447897758334875
evm.model.hic_scaffold_10_pilon.62	22159	0.00385989504866302
evm.model.hic_scaffold_10_pilon.62	17441	0.006447897758334875
evm.model.hic_scaffold_10_pilon.62	12836	0.00385989504866302
evm.model.hic_scaffold_3_pilon.131	28652	0.005832587368786335
evm.model.hic_scaffold_3_pilon.131	26266	0.00385989504866302
evm.model.hic_scaffold_3_pilon.131	10390	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1899	16470	0.006256431806832552
evm.model.hic_scaffold_9_pilon.1899	18179	0.005832587368786335
evm.model.hic_scaffold_9_pilon.1899	28106	0.005832587368786335
evm.model.hic_scaffold_9_pilon.1899	25651	0.007175676058977842
evm.model.hic_scaffold_9_pilon.1899	11606	0.007805002387613058
evm.model.hic_scaffold_9_pilon.1899	16812	0.005832587368786335
evm.model.hic_scaffold_9_pilon.1899	19363	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1899	31496	0.00385989504866302
evm.model.hic_scaffold_4_pilon.14	2136	0.007957348600029945
evm.model.hic_scaffold_4_pilon.14	13679	0.007175676058977842
evm.model.hic_scaffold_4_pilon.14	9645	0.006621518172323704
evm.model.hic_scaffold_6_pilon.550	12207	0.010310426354408264
evm.model.hic_scaffold_4_pilon.581	10535	0.03982078656554222
evm.model.hic_scaffold_1_pilon.231	3005	0.812716543674469
evm.model.hic_scaffold_1_pilon.231	30863	0.005832587368786335
evm.model.hic_scaffold_1_pilon.231	25462	0.00385989504866302
evm.model.hic_scaffold_1_pilon.231	28372	0.009760422632098198
evm.model.hic_scaffold_1_pilon.231	23504	0.00385989504866302
evm.model.hic_scaffold_1_pilon.231	29576	0.005832587368786335
evm.model.hic_scaffold_4_pilon.473	5086	0.07986509054899216
evm.model.hic_scaffold_4_pilon.473	35766	0.007175676058977842
evm.model.hic_scaffold_33_pilon.5	6195	0.1604413539171219
evm.model.hic_scaffold_33_pilon.5	11397	0.007957348600029945
evm.model.hic_scaffold_33_pilon.5	19883	0.05008462071418762
evm.model.hic_scaffold_33_pilon.5	4024	0.007957348600029945
evm.model.hic_scaffold_33_pilon.6	6195	0.05600586161017418
evm.model.hic_scaffold_33_pilon.6	4024	0.007957348600029945
evm.model.hic_scaffold_11_pilon.40	1842	0.7651262879371643
evm.model.hic_scaffold_11_pilon.40	19160	0.014369950629770756
evm.model.hic_scaffold_4_pilon.419	17132	0.05081484466791153
evm.model.hic_scaffold_4_pilon.422	17132	0.02432267554104328
evm.model.hic_scaffold_4_pilon.422	23245	0.00385989504866302
evm.model.hic_scaffold_4_pilon.422	28431	0.00542624294757843
evm.model.hic_scaffold_4_pilon.422	16403	0.0067359646782279015
evm.model.hic_scaffold_4_pilon.422	22981	0.0075025917030870914
evm.model.hic_scaffold_4_pilon.422	23659	0.00385989504866302
evm.model.hic_scaffold_4_pilon.422	24861	0.00385989504866302
evm.model.hic_scaffold_4_pilon.422	28833	0.00385989504866302
evm.model.hic_scaffold_6_pilon.283	14272	0.011310713365674019
evm.model.hic_scaffold_6_pilon.283	5304	0.011702832765877247
evm.model.hic_scaffold_5_pilon.192	27408	0.00385989504866302
evm.model.hic_scaffold_5_pilon.192	24180	0.006256431806832552
evm.model.hic_scaffold_5_pilon.192	16880	0.007175676058977842
evm.model.hic_scaffold_5_pilon.192	13510	0.011310713365674019
evm.model.hic_scaffold_5_pilon.192	25733	0.00791759230196476
evm.model.hic_scaffold_5_pilon.192	23288	0.006447897758334875
evm.model.hic_scaffold_5_pilon.192	35376	0.008457362651824951
evm.model.hic_scaffold_5_pilon.192	22611	0.005832587368786335
evm.model.hic_scaffold_5_pilon.192	29386	0.00385989504866302
evm.model.hic_scaffold_5_pilon.192	23694	0.007175676058977842
evm.model.hic_scaffold_5_pilon.192	24296	0.007175676058977842
