Projection_ID	confidence_level
evm.model.hic_scaffold_4_pilon.230.5135	partial
evm.model.hic_scaffold_4_pilon.230.9303	high_confidence
evm.model.hic_scaffold_4_pilon.230.10116	partial
evm.model.hic_scaffold_4_pilon.230.20270	average_confidence
evm.model.hic_scaffold_4_pilon.230.20465	partial
evm.model.hic_scaffold_4_pilon.230.23041	partial
evm.model.hic_scaffold_4_pilon.230.33365	partial
evm.model.hic_scaffold_4_pilon.280.-1	partial
evm.model.hic_scaffold_6_pilon.1144.9713	partial
evm.model.hic_scaffold_9_pilon.161.2636	average_confidence
evm.model.hic_scaffold_9_pilon.129.29	low_confidence
evm.model.hic_scaffold_9_pilon.129.28777	partial
evm.model.hic_scaffold_9_pilon.129.2312	partial
evm.model.hic_scaffold_7_pilon.1408.29859	partial
evm.model.hic_scaffold_7_pilon.1408.1138	average_confidence
evm.model.hic_scaffold_7_pilon.1408.13105	partial
evm.model.hic_scaffold_7_pilon.1408.16741	partial
evm.model.hic_scaffold_7_pilon.1237.2877	average_confidence
evm.model.hic_scaffold_7_pilon.465.375	partial
evm.model.hic_scaffold_11_pilon.24.8372	average_confidence
evm.model.hic_scaffold_14_pilon.19.1297	low_confidence
evm.model.hic_scaffold_2_pilon.190.11129	partial
evm.model.hic_scaffold_4_pilon.654.528	partial
evm.model.hic_scaffold_6_pilon.1367.-1	partial
evm.model.hic_scaffold_5_pilon.49.5529	average_confidence
evm.model.hic_scaffold_7_pilon.377.9	partial
evm.model.hic_scaffold_5_pilon.766.149	low_confidence
evm.model.hic_scaffold_6_pilon.1039.2118	partial
evm.model.hic_scaffold_9_pilon.803.2060	average_confidence
evm.model.hic_scaffold_10_pilon.873.1637	partial
evm.model.hic_scaffold_7_pilon.446.375	partial
evm.model.hic_scaffold_9_pilon.1075.858	high_confidence
evm.model.hic_scaffold_4_pilon.665.116	high_confidence
evm.model.hic_scaffold_7_pilon.1030.20173	partial
evm.model.hic_scaffold_7_pilon.1030.29920	partial
evm.model.hic_scaffold_1_pilon.88.12873	low_confidence
evm.model.hic_scaffold_7_pilon.944.3395	average_confidence
evm.model.hic_scaffold_5_pilon.514.-1	partial
evm.model.hic_scaffold_7_pilon.346.-1	partial
evm.model.hic_scaffold_9_pilon.555.-1	partial
evm.model.hic_scaffold_4_pilon.379.2097	average_confidence
evm.model.hic_scaffold_4_pilon.1185.-1	average_confidence
evm.model.hic_scaffold_5_pilon.662.11501	partial
evm.model.hic_scaffold_4_pilon.487.8320	partial
evm.model.hic_scaffold_10_pilon.465.3466	partial
evm.model.WTDcor_ctg261.3.4069	partial
evm.model.hic_scaffold_3_pilon.321.1	average_confidence
evm.model.hic_scaffold_10_pilon.1250.6	partial
evm.model.hic_scaffold_1_pilon.110.4455	average_confidence
evm.model.hic_scaffold_7_pilon.411.14603	partial
evm.model.hic_scaffold_8_pilon.448.500	partial
evm.model.hic_scaffold_6_pilon.761.-1	average_confidence
evm.model.hic_scaffold_7_pilon.905.7	partial
evm.model.hic_scaffold_15_pilon.40.8146	average_confidence
evm.model.hic_scaffold_10_pilon.624.11732	partial
evm.model.hic_scaffold_3_pilon.832.2915	partial
evm.model.hic_scaffold_4_pilon.779.82	partial
evm.model.hic_scaffold_15_pilon.70.29290	average_confidence
evm.model.hic_scaffold_7_pilon.565.6958	partial
evm.model.hic_scaffold_41_pilon.3.7015	average_confidence
evm.model.hic_scaffold_2_pilon.450.6551	partial
evm.model.hic_scaffold_2_pilon.450.16072	partial
evm.model.hic_scaffold_1_pilon.1003.52	average_confidence
evm.model.hic_scaffold_8_pilon.429.-1	average_confidence
evm.model.hic_scaffold_11_pilon.39.1842	high_confidence
evm.model.hic_scaffold_9_pilon.1851.11621	partial
evm.model.hic_scaffold_4_pilon.897.221	high_confidence
evm.model.hic_scaffold_42_pilon.13.606	high_confidence
evm.model.hic_scaffold_44_pilon.39.3641	average_confidence
evm.model.hic_scaffold_54_pilon.8.33001	partial
evm.model.hic_scaffold_5_pilon.962.291	high_confidence
evm.model.hic_scaffold_3_pilon.480.3150	partial
evm.model.hic_scaffold_13_pilon.20.136	high_confidence
evm.model.hic_scaffold_4_pilon.1278.35887	partial
evm.model.hic_scaffold_10_pilon.392.15804	average_confidence
evm.model.hic_scaffold_1_pilon.746.64	partial
evm.model.hic_scaffold_8_pilon.406.1096	high_confidence
evm.model.hic_scaffold_8_pilon.778.785	partial
evm.model.hic_scaffold_3_pilon.1043.1231	average_confidence
evm.model.hic_scaffold_68_pilon.36.29428	partial
evm.model.hic_scaffold_68_pilon.36.29979	partial
evm.model.hic_scaffold_68_pilon.36.31793	partial
evm.model.hic_scaffold_68_pilon.36.33248	partial
evm.model.hic_scaffold_9_pilon.49.2895	high_confidence
evm.model.hic_scaffold_13_pilon.95.18710	partial
evm.model.hic_scaffold_13_pilon.95.9705	partial
evm.model.hic_scaffold_3_pilon.460.773	average_confidence
evm.model.hic_scaffold_7_pilon.585.3104	high_confidence
evm.model.hic_scaffold_7_pilon.585.31535	average_confidence
evm.model.hic_scaffold_9_pilon.1567.1358	high_confidence
evm.model.hic_scaffold_3_pilon.1445.1409	average_confidence
evm.model.hic_scaffold_10_pilon.275.27	partial
evm.model.hic_scaffold_7_pilon.1175.37	partial
evm.model.hic_scaffold_4_pilon.644.5045	partial
evm.model.hic_scaffold_16_pilon.130.26889	partial
evm.model.hic_scaffold_16_pilon.130.23893	partial
evm.model.hic_scaffold_4_pilon.1030.231	partial
evm.model.hic_scaffold_4_pilon.1030.8840	partial
evm.model.hic_scaffold_4_pilon.1030.10073	partial
evm.model.hic_scaffold_4_pilon.1030.10624	partial
evm.model.hic_scaffold_4_pilon.1030.12298	partial
evm.model.hic_scaffold_4_pilon.1030.18671	partial
evm.model.hic_scaffold_14_pilon.70.12126	average_confidence
evm.model.hic_scaffold_14_pilon.70.18140	partial
evm.model.hic_scaffold_3_pilon.424.1	partial
evm.model.hic_scaffold_3_pilon.424.4667	partial
evm.model.hic_scaffold_13_pilon.175.5877	average_confidence
evm.model.hic_scaffold_6_pilon.548.4016	partial
evm.model.hic_scaffold_7_pilon.1600.44	high_confidence
evm.model.hic_scaffold_5_pilon.210.3818	partial
evm.model.hic_scaffold_10_pilon.829.27908	partial
evm.model.hic_scaffold_10_pilon.823.893	partial
evm.model.hic_scaffold_10_pilon.1029.-1	partial
evm.model.hic_scaffold_6_pilon.795.5214	partial
evm.model.hic_scaffold_3_pilon.1463.25	partial
evm.model.hic_scaffold_1_pilon.666.471	partial
evm.model.hic_scaffold_8_pilon.13.1051	partial
evm.model.hic_scaffold_5_pilon.816.2706	partial
evm.model.hic_scaffold_9_pilon.275.34	average_confidence
evm.model.hic_scaffold_47_pilon.29.12887	partial
evm.model.hic_scaffold_21_pilon.44.5268	partial
evm.model.hic_scaffold_6_pilon.750.9915	partial
evm.model.hic_scaffold_21_pilon.47.6880	partial
evm.model.hic_scaffold_5_pilon.650.1972	high_confidence
evm.model.hic_scaffold_6_pilon.187.3	partial
evm.model.hic_scaffold_6_pilon.187.882	partial
evm.model.hic_scaffold_10_pilon.361.4885	average_confidence
evm.model.hic_scaffold_15_pilon.73.26659	average_confidence
evm.model.hic_scaffold_1_pilon.69.569	average_confidence
evm.model.hic_scaffold_10_pilon.1346.10822	partial
evm.model.hic_scaffold_6_pilon.854.244	high_confidence
evm.model.hic_scaffold_7_pilon.608.-1	partial
evm.model.hic_scaffold_9_pilon.1490.3549	average_confidence
evm.model.hic_scaffold_13_pilon.79.-1	partial
evm.model.hic_scaffold_14_pilon.98.5848	partial
evm.model.hic_scaffold_6_pilon.1771.13759	partial
evm.model.hic_scaffold_6_pilon.1771.33339	partial
evm.model.hic_scaffold_2_pilon.754.-1	average_confidence
evm.model.hic_scaffold_3_pilon.698.3022	high_confidence
evm.model.hic_scaffold_10_pilon.764.9254	high_confidence
evm.model.hic_scaffold_9_pilon.405.14377	partial
evm.model.hic_scaffold_3_pilon.1152.6021	partial
evm.model.hic_scaffold_5_pilon.959.-1	partial
evm.model.hic_scaffold_9_pilon.471.15497	partial
evm.model.hic_scaffold_2_pilon.363.19221	partial
evm.model.hic_scaffold_64_pilon.38.967	partial
evm.model.hic_scaffold_3_pilon.1268.5653	partial
evm.model.hic_scaffold_6_pilon.1622.4405	high_confidence
evm.model.hic_scaffold_1_pilon.676.165	partial
evm.model.hic_scaffold_9_pilon.1313.10153	partial
evm.model.hic_scaffold_9_pilon.1493.1029	average_confidence
evm.model.hic_scaffold_7_pilon.1346.14045	low_confidence
evm.model.hic_scaffold_4_pilon.1367.10732	average_confidence
evm.model.hic_scaffold_2_pilon.168.451	average_confidence
evm.model.hic_scaffold_9_pilon.1855.402	average_confidence
evm.model.hic_scaffold_4_pilon.762.82	partial
evm.model.hic_scaffold_2_pilon.702.35145	partial
evm.model.hic_scaffold_10_pilon.246.27	high_confidence
evm.model.hic_scaffold_4_pilon.521.3171	partial
evm.model.hic_scaffold_2_pilon.724.50	partial
evm.model.hic_scaffold_8_pilon.401.26868	partial
evm.model.hic_scaffold_3_pilon.99.6904	average_confidence
evm.model.hic_scaffold_4_pilon.491.1459	average_confidence
evm.model.hic_scaffold_6_pilon.547.-1	average_confidence
evm.model.hic_scaffold_6_pilon.1348.2	partial
evm.model.hic_scaffold_4_pilon.1156.-1	average_confidence
evm.model.hic_scaffold_9_pilon.245.34	average_confidence
evm.model.hic_scaffold_9_pilon.188.33491	partial
evm.model.hic_scaffold_9_pilon.1303.4053	partial
evm.model.hic_scaffold_14_pilon.46.26300	partial
evm.model.hic_scaffold_5_pilon.48.5529	average_confidence
evm.model.hic_scaffold_2_pilon.271.1313	partial
evm.model.hic_scaffold_10_pilon.877.1637	partial
evm.model.hic_scaffold_7_pilon.805.2098	average_confidence
evm.model.hic_scaffold_7_pilon.805.13631	partial
evm.model.hic_scaffold_5_pilon.914.9796	partial
evm.model.hic_scaffold_5_pilon.557.103	partial
evm.model.hic_scaffold_8_pilon.29.2335	average_confidence
evm.model.hic_scaffold_12_pilon.15.1366	average_confidence
evm.model.hic_scaffold_4_pilon.832.-1	partial
evm.model.hic_scaffold_6_pilon.1644.55	average_confidence
evm.model.hic_scaffold_6_pilon.1644.1964	partial
evm.model.scaffold2913_size1372.1.16320	average_confidence
evm.model.hic_scaffold_4_pilon.8.7775	partial
evm.model.hic_scaffold_4_pilon.8.13191	partial
evm.model.hic_scaffold_4_pilon.8.18331	partial
evm.model.hic_scaffold_4_pilon.8.25602	partial
evm.model.hic_scaffold_4_pilon.8.27416	partial
evm.model.hic_scaffold_4_pilon.8.28366	partial
evm.model.hic_scaffold_4_pilon.8.29575	partial
evm.model.hic_scaffold_4_pilon.8.29581	partial
evm.model.hic_scaffold_4_pilon.8.29943	partial
evm.model.hic_scaffold_4_pilon.8.31157	partial
evm.model.hic_scaffold_4_pilon.8.32030	partial
evm.model.hic_scaffold_4_pilon.8.34530	partial
evm.model.hic_scaffold_4_pilon.8.35945	partial
evm.model.hic_scaffold_7_pilon.1120.6879	partial
evm.model.hic_scaffold_9_pilon.810.385	high_confidence
evm.model.hic_scaffold_9_pilon.475.102	high_confidence
evm.model.hic_scaffold_9_pilon.577.10745	average_confidence
evm.model.hic_scaffold_7_pilon.433.375	partial
evm.model.hic_scaffold_3_pilon.411.1	high_confidence
evm.model.hic_scaffold_3_pilon.411.1881	partial
evm.model.hic_scaffold_3_pilon.411.10448	partial
evm.model.hic_scaffold_5_pilon.1389.1529	partial
evm.model.hic_scaffold_5_pilon.1389.23457	partial
evm.model.hic_scaffold_5_pilon.986.761	average_confidence
evm.model.hic_scaffold_4_pilon.1320.19823	average_confidence
evm.model.hic_scaffold_8_pilon.154.10	partial
evm.model.hic_scaffold_8_pilon.559.4529	average_confidence
evm.model.hic_scaffold_41_pilon.11.28936	partial
evm.model.hic_scaffold_41_pilon.11.35398	partial
evm.model.hic_scaffold_6_pilon.1568.2244	partial
evm.model.hic_scaffold_6_pilon.1568.24002	partial
evm.model.hic_scaffold_6_pilon.1568.30676	partial
evm.model.hic_scaffold_6_pilon.1568.32697	partial
evm.model.hic_scaffold_10_pilon.1257.6	partial
evm.model.hic_scaffold_10_pilon.1257.32018	partial
evm.model.hic_scaffold_4_pilon.1178.449	partial
evm.model.hic_scaffold_4_pilon.974.1570	partial
evm.model.hic_scaffold_16_pilon.225.13079	average_confidence
evm.model.hic_scaffold_1_pilon.310.-1	average_confidence
evm.model.hic_scaffold_9_pilon.1183.5499	partial
evm.model.hic_scaffold_10_pilon.951.6	partial
evm.model.hic_scaffold_9_pilon.921.1311	partial
evm.model.hic_scaffold_1_pilon.145.2080	high_confidence
evm.model.hic_scaffold_1_pilon.462.1852	average_confidence
evm.model.hic_scaffold_4_pilon.277.1949	partial
evm.model.hic_scaffold_4_pilon.769.82	partial
evm.model.hic_scaffold_9_pilon.119.283	high_confidence
evm.model.hic_scaffold_10_pilon.58.7124	partial
evm.model.hic_scaffold_10_pilon.58.23002	partial
evm.model.hic_scaffold_5_pilon.1085.350	average_confidence
evm.model.hic_scaffold_5_pilon.699.-1	partial
evm.model.hic_scaffold_9_pilon.1231.-1	partial
evm.model.hic_scaffold_10_pilon.614.955	high_confidence
evm.model.hic_scaffold_6_pilon.1210.16479	partial
evm.model.hic_scaffold_5_pilon.1168.181	high_confidence
evm.model.hic_scaffold_5_pilon.861.8	partial
evm.model.hic_scaffold_9_pilon.1003.11411	average_confidence
evm.model.hic_scaffold_4_pilon.908.1400	average_confidence
evm.model.scaffold873_size2255.1.14942	partial
evm.model.hic_scaffold_9_pilon.1654.3996	high_confidence
evm.model.hic_scaffold_16_pilon.227.19874	average_confidence
evm.model.hic_scaffold_9_pilon.1423.11489	average_confidence
evm.model.hic_scaffold_9_pilon.1423.29278	partial
evm.model.hic_scaffold_14_pilon.61.32567	partial
evm.model.hic_scaffold_9_pilon.481.238	high_confidence
evm.model.hic_scaffold_4_pilon.1306.-1	average_confidence
evm.model.hic_scaffold_6_pilon.1535.6493	average_confidence
evm.model.hic_scaffold_6_pilon.1535.31873	partial
evm.model.hic_scaffold_4_pilon.820.51	high_confidence
evm.model.hic_scaffold_4_pilon.1115.14491	partial
evm.model.hic_scaffold_1_pilon.551.12	partial
evm.model.hic_scaffold_4_pilon.1099.6670	average_confidence
evm.model.hic_scaffold_7_pilon.396.2085	average_confidence
evm.model.hic_scaffold_13_pilon.137.6147	partial
evm.model.hic_scaffold_13_pilon.137.14208	partial
evm.model.hic_scaffold_13_pilon.137.17657	partial
evm.model.hic_scaffold_13_pilon.137.18730	partial
evm.model.hic_scaffold_13_pilon.137.25189	partial
evm.model.hic_scaffold_13_pilon.137.33695	low_confidence
evm.model.hic_scaffold_10_pilon.331.27	partial
evm.model.hic_scaffold_15_pilon.61.2192	partial
evm.model.hic_scaffold_15_pilon.61.10662	partial
evm.model.hic_scaffold_15_pilon.61.11446	partial
evm.model.hic_scaffold_15_pilon.61.26805	partial
evm.model.hic_scaffold_7_pilon.1418.48	high_confidence
evm.model.hic_scaffold_6_pilon.1571.13418	partial
evm.model.hic_scaffold_5_pilon.594.-1	average_confidence
evm.model.hic_scaffold_4_pilon.849.13399	average_confidence
evm.model.hic_scaffold_4_pilon.849.13739	partial
evm.model.hic_scaffold_4_pilon.849.13753	average_confidence
evm.model.hic_scaffold_4_pilon.849.14954	partial
evm.model.hic_scaffold_13_pilon.88.33071	partial
evm.model.hic_scaffold_13_pilon.88.10198	partial
evm.model.hic_scaffold_13_pilon.88.20658	partial
evm.model.hic_scaffold_13_pilon.88.4999	partial
evm.model.hic_scaffold_6_pilon.1066.-1	average_confidence
evm.model.hic_scaffold_5_pilon.1181.114	high_confidence
evm.model.hic_scaffold_3_pilon.508.4765	partial
evm.model.hic_scaffold_9_pilon.260.-1	partial
evm.model.hic_scaffold_3_pilon.815.2915	partial
evm.model.hic_scaffold_4_pilon.422.17132	average_confidence
evm.model.hic_scaffold_4_pilon.422.16403	average_confidence
evm.model.hic_scaffold_4_pilon.422.22981	average_confidence
evm.model.hic_scaffold_4_pilon.422.23245	average_confidence
evm.model.hic_scaffold_4_pilon.422.23659	average_confidence
evm.model.hic_scaffold_4_pilon.422.24861	average_confidence
evm.model.hic_scaffold_4_pilon.422.28431	average_confidence
evm.model.hic_scaffold_4_pilon.422.28833	average_confidence
evm.model.hic_scaffold_7_pilon.542.9	partial
evm.model.hic_scaffold_7_pilon.872.21301	average_confidence
evm.model.hic_scaffold_6_pilon.718.7505	high_confidence
evm.model.hic_scaffold_4_pilon.594.2776	average_confidence
evm.model.hic_scaffold_4_pilon.594.8379	average_confidence
evm.model.hic_scaffold_1_pilon.494.1335	average_confidence
evm.model.hic_scaffold_10_pilon.373.17015	partial
evm.model.hic_scaffold_4_pilon.639.922	average_confidence
evm.model.hic_scaffold_4_pilon.639.32196	partial
evm.model.hic_scaffold_4_pilon.639.34317	partial
evm.model.hic_scaffold_7_pilon.1347.14045	partial
evm.model.hic_scaffold_7_pilon.1347.21113	partial
evm.model.hic_scaffold_9_pilon.675.3348	partial
evm.model.hic_scaffold_4_pilon.673.4537	average_confidence
evm.model.hic_scaffold_10_pilon.323.27	partial
evm.model.hic_scaffold_10_pilon.323.595	partial
evm.model.hic_scaffold_13_pilon.104.517	average_confidence
evm.model.hic_scaffold_13_pilon.104.20273	partial
evm.model.hic_scaffold_3_pilon.1213.2198	average_confidence
evm.model.hic_scaffold_2_pilon.10.194	partial
evm.model.hic_scaffold_3_pilon.1424.-1	partial
evm.model.hic_scaffold_4_pilon.943.339	partial
evm.model.hic_scaffold_4_pilon.943.33587	partial
evm.model.hic_scaffold_4_pilon.943.5041	partial
evm.model.hic_scaffold_4_pilon.943.13036	partial
evm.model.hic_scaffold_4_pilon.943.13755	partial
evm.model.hic_scaffold_1_pilon.1148.1589	average_confidence
evm.model.hic_scaffold_47_pilon.2.2120	average_confidence
evm.model.hic_scaffold_6_pilon.1288.2	partial
evm.model.hic_scaffold_6_pilon.1288.7307	average_confidence
evm.model.hic_scaffold_1_pilon.859.84	partial
evm.model.hic_scaffold_1_pilon.1166.86	high_confidence
evm.model.hic_scaffold_4_pilon.186.1479	average_confidence
evm.model.hic_scaffold_5_pilon.268.13078	partial
evm.model.hic_scaffold_4_pilon.595.2776	average_confidence
evm.model.hic_scaffold_4_pilon.595.8379	average_confidence
evm.model.hic_scaffold_3_pilon.429.1	partial
evm.model.hic_scaffold_5_pilon.1236.15511	average_confidence
evm.model.hic_scaffold_9_pilon.552.6084	partial
evm.model.hic_scaffold_9_pilon.552.31884	partial
evm.model.hic_scaffold_3_pilon.1449.8293	partial
evm.model.hic_scaffold_4_pilon.281.1210	average_confidence
evm.model.hic_scaffold_7_pilon.185.1447	average_confidence
evm.model.hic_scaffold_3_pilon.654.-1	partial
evm.model.hic_scaffold_2_pilon.278.16280	partial
evm.model.hic_scaffold_9_pilon.391.7823	average_confidence
evm.model.hic_scaffold_6_pilon.742.7171	partial
evm.model.hic_scaffold_5_pilon.733.32	partial
evm.model.hic_scaffold_5_pilon.733.2515	partial
evm.model.hic_scaffold_5_pilon.733.13087	partial
evm.model.hic_scaffold_13_pilon.177.5877	average_confidence
evm.model.hic_scaffold_9_pilon.1713.2470	high_confidence
evm.model.hic_scaffold_28_pilon.11.22509	partial
evm.model.hic_scaffold_28_pilon.11.31840	partial
evm.model.hic_scaffold_6_pilon.222.1284	average_confidence
evm.model.hic_scaffold_1_pilon.152.-1	partial
evm.model.hic_scaffold_2_pilon.288.1240	average_confidence
evm.model.hic_scaffold_6_pilon.491.1759	high_confidence
evm.model.hic_scaffold_4_pilon.197.18115	partial
evm.model.hic_scaffold_5_pilon.221.5	high_confidence
evm.model.hic_scaffold_5_pilon.653.144	average_confidence
evm.model.hic_scaffold_3_pilon.892.2915	partial
evm.model.hic_scaffold_9_pilon.159.-1	partial
evm.model.hic_scaffold_6_pilon.1640.-1	partial
evm.model.hic_scaffold_4_pilon.256.-1	partial
evm.model.hic_scaffold_43_pilon.3.12260	partial
evm.model.hic_scaffold_43_pilon.3.14729	partial
evm.model.hic_scaffold_11_pilon.20.10379	partial
evm.model.hic_scaffold_9_pilon.1566.-1	average_confidence
evm.model.hic_scaffold_6_pilon.926.32540	partial
evm.model.hic_scaffold_7_pilon.435.375	partial
evm.model.hic_scaffold_10_pilon.847.7705	average_confidence
evm.model.hic_scaffold_6_pilon.403.1467	high_confidence
evm.model.hic_scaffold_5_pilon.847.3328	partial
evm.model.hic_scaffold_9_pilon.1011.31521	partial
evm.model.hic_scaffold_4_pilon.588.1337	average_confidence
evm.model.hic_scaffold_6_pilon.1279.2	partial
evm.model.hic_scaffold_6_pilon.1728.55	partial
evm.model.hic_scaffold_9_pilon.1749.23	partial
evm.model.hic_scaffold_6_pilon.655.4896	partial
evm.model.hic_scaffold_10_pilon.635.7284	average_confidence
evm.model.hic_scaffold_9_pilon.1344.22971	partial
evm.model.hic_scaffold_15_pilon.115.123	average_confidence
evm.model.hic_scaffold_3_pilon.1231.5899	average_confidence
evm.model.hic_scaffold_7_pilon.598.2933	partial
evm.model.hic_scaffold_1_pilon.38.35494	partial
evm.model.hic_scaffold_6_pilon.727.-1	average_confidence
evm.model.hic_scaffold_9_pilon.880.4	partial
evm.model.hic_scaffold_9_pilon.880.6035	partial
evm.model.hic_scaffold_9_pilon.880.4327	partial
evm.model.WTDall_ctg885.9.1146	partial
evm.model.hic_scaffold_13_pilon.159.12781	partial
evm.model.hic_scaffold_7_pilon.1577.53	partial
evm.model.hic_scaffold_7_pilon.1577.8158	partial
