gene	chain	pred
evm.model.hic_scaffold_49_pilon.12	15124	0.007175676058977842
evm.model.hic_scaffold_49_pilon.12	22810	0.007476018741726875
evm.model.hic_scaffold_49_pilon.12	26014	0.00385989504866302
evm.model.hic_scaffold_49_pilon.12	20590	0.006750921253114939
evm.model.hic_scaffold_49_pilon.12	13338	0.007476018741726875
evm.model.hic_scaffold_49_pilon.12	25794	0.00385989504866302
evm.model.hic_scaffold_49_pilon.12	20017	0.005832587368786335
evm.model.hic_scaffold_49_pilon.12	10310	0.007957348600029945
evm.model.hic_scaffold_49_pilon.12	23275	0.006447897758334875
evm.model.hic_scaffold_49_pilon.12	15263	0.006750921253114939
evm.model.hic_scaffold_49_pilon.12	21285	0.006447897758334875
evm.model.hic_scaffold_49_pilon.12	17921	0.006750921253114939
evm.model.hic_scaffold_49_pilon.12	23282	0.007476018741726875
evm.model.hic_scaffold_2_pilon.743	15006	0.006515273358672857
evm.model.hic_scaffold_2_pilon.743	15051	0.009447126649320126
evm.model.hic_scaffold_2_pilon.743	17499	0.004647476132959127
evm.model.hic_scaffold_9_pilon.1776	20894	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1776	11593	0.00385989504866302
evm.model.hic_scaffold_4_pilon.687	15296	0.005832587368786335
evm.model.hic_scaffold_4_pilon.688	451	0.049216046929359436
evm.model.hic_scaffold_4_pilon.692	451	0.05820180103182793
evm.model.hic_scaffold_4_pilon.692	28122	0.00385989504866302
evm.model.hic_scaffold_4_pilon.692	27147	0.00385989504866302
evm.model.hic_scaffold_4_pilon.692	25244	0.00385989504866302
evm.model.hic_scaffold_4_pilon.692	27890	0.005832587368786335
evm.model.hic_scaffold_4_pilon.692	27417	0.005832587368786335
evm.model.hic_scaffold_4_pilon.692	12773	0.005978799425065517
evm.model.hic_scaffold_4_pilon.694	451	0.049216046929359436
evm.model.hic_scaffold_6_pilon.717	26124	0.010177316144108772
evm.model.hic_scaffold_6_pilon.717	14568	0.02081890031695366
evm.model.hic_scaffold_6_pilon.717	27454	0.013429302722215652
evm.model.hic_scaffold_6_pilon.717	34741	0.08912931382656097
evm.model.hic_scaffold_6_pilon.717	7612	0.5653361678123474
evm.model.hic_scaffold_3_pilon.610	3321	0.9253267645835876
evm.model.WTDall_ctg2760.1	35819	0.02992725558578968
evm.model.WTDall_ctg2760.1	11694	0.012674439698457718
evm.model.hic_scaffold_10_pilon.324	18211	0.23117947578430176
evm.model.hic_scaffold_10_pilon.324	27622	0.03366079553961754
evm.model.hic_scaffold_10_pilon.324	32593	0.014369950629770756
evm.model.hic_scaffold_3_pilon.895	20511	0.006272565107792616
evm.model.hic_scaffold_3_pilon.895	7278	0.7651262879371643
evm.model.hic_scaffold_1_pilon.1079	32548	0.00385989504866302
evm.model.hic_scaffold_1_pilon.1079	29142	0.009447126649320126
evm.model.hic_scaffold_1_pilon.1079	31138	0.00385989504866302
evm.model.hic_scaffold_1_pilon.1079	34467	0.00385989504866302
evm.model.hic_scaffold_1_pilon.1079	14919	0.00385989504866302
evm.model.hic_scaffold_7_pilon.199	4308	0.006750921253114939
evm.model.hic_scaffold_7_pilon.201	4308	0.006750921253114939
evm.model.hic_scaffold_5_pilon.1211	4685	0.05081484466791153
evm.model.hic_scaffold_5_pilon.1212	4685	0.5653361678123474
evm.model.hic_scaffold_9_pilon.1730	17634	0.5398024320602417
evm.model.hic_scaffold_9_pilon.1730	10842	0.006717151962220669
evm.model.hic_scaffold_5_pilon.192	15743	0.013216588646173477
evm.model.hic_scaffold_5_pilon.192	32386	0.00385989504866302
evm.model.hic_scaffold_5_pilon.192	20353	0.010022338479757309
evm.model.hic_scaffold_5_pilon.192	14875	0.01050102524459362
evm.model.hic_scaffold_5_pilon.192	28645	0.006717151962220669
evm.model.hic_scaffold_5_pilon.626	272	0.8278564214706421
evm.model.hic_scaffold_1_pilon.620	1711	0.9393590688705444
evm.model.WTDall_ctg4442.1	22138	0.9409948587417603
evm.model.WTDall_ctg4442.1	12980	0.8278564214706421
evm.model.WTDall_ctg4442.1	26757	0.9409948587417603
evm.model.WTDall_ctg4442.1	22631	0.9805133938789368
evm.model.WTDall_ctg4442.1	10436	0.9832936525344849
evm.model.WTDall_ctg4442.1	12141	0.9832936525344849
evm.model.WTDall_ctg4442.1	17966	0.9805133938789368
evm.model.WTDall_ctg4442.1	14475	0.7671563029289246
evm.model.WTDall_ctg4442.1	30559	0.9738931059837341
evm.model.WTDall_ctg4442.1	29356	0.9805133938789368
evm.model.hic_scaffold_27_pilon.9	28995	0.5010205507278442
evm.model.hic_scaffold_27_pilon.9	19558	0.1639644056558609
evm.model.hic_scaffold_27_pilon.9	23340	0.007805002387613058
evm.model.hic_scaffold_5_pilon.361	9929	0.005832587368786335
evm.model.hic_scaffold_7_pilon.1324	18147	0.014369950629770756
evm.model.hic_scaffold_7_pilon.1324	4851	0.9200899004936218
evm.model.hic_scaffold_7_pilon.1324	32074	0.008548067882657051
evm.model.hic_scaffold_7_pilon.1324	19870	0.05008462071418762
evm.model.hic_scaffold_7_pilon.1324	34404	0.009329983033239841
evm.model.hic_scaffold_7_pilon.1324	27776	0.031146232038736343
evm.model.hic_scaffold_7_pilon.1324	16297	0.5010205507278442
evm.model.hic_scaffold_7_pilon.1324	19115	0.02992725558578968
evm.model.hic_scaffold_7_pilon.1324	25538	0.010005420073866844
evm.model.hic_scaffold_7_pilon.1324	32625	0.010005420073866844
evm.model.hic_scaffold_7_pilon.1324	33932	0.010739229619503021
evm.model.hic_scaffold_7_pilon.1324	28329	0.01496503408998251
evm.model.hic_scaffold_9_pilon.1515	35491	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	4698	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	12372	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	35349	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	35653	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	32170	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	34716	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	18486	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	9314	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	35795	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	32951	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	5498	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	29958	0.0041516851633787155
evm.model.hic_scaffold_9_pilon.1515	17760	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	35010	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	3991	0.014295963570475578
evm.model.hic_scaffold_9_pilon.1515	12158	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	28987	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	32574	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	35117	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	6556	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	7711	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	7599	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	33855	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	9503	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	5449	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	34379	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	4623	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	33024	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	6173	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	32274	0.00385989504866302
evm.model.hic_scaffold_9_pilon.1515	8	0.2559395134449005
evm.model.hic_scaffold_4_pilon.485	10597	0.006447897758334875
evm.model.hic_scaffold_5_pilon.891	17498	0.004647476132959127
evm.model.hic_scaffold_5_pilon.891	15088	0.009447126649320126
evm.model.hic_scaffold_5_pilon.891	15007	0.006515273358672857
evm.model.hic_scaffold_5_pilon.331	19377	0.2101307362318039
evm.model.hic_scaffold_5_pilon.331	17996	0.006479518488049507
evm.model.hic_scaffold_5_pilon.331	14110	0.00385989504866302
evm.model.hic_scaffold_5_pilon.331	31705	0.007175676058977842
evm.model.hic_scaffold_6_pilon.618	17112	0.006750921253114939
evm.model.hic_scaffold_6_pilon.618	4017	0.03669007122516632
evm.model.WTDall_ctg4292.1	23992	0.006876039318740368
evm.model.WTDall_ctg4292.1	32410	0.00385989504866302
evm.model.WTDall_ctg4292.1	15556	0.966149091720581
evm.model.WTDall_ctg4292.1	14807	0.7651262879371643
evm.model.WTDall_ctg4292.1	30305	0.01060064323246479
evm.model.WTDall_ctg4292.1	19666	0.7651262879371643
evm.model.WTDall_ctg4292.1	11787	0.9709179997444153
evm.model.WTDall_ctg4292.1	29729	0.006876039318740368
evm.model.WTDall_ctg4292.1	29324	0.1147458478808403
evm.model.WTDall_ctg4292.1	18664	0.7651262879371643
evm.model.WTDall_ctg4292.1	23528	0.010998586192727089
evm.model.WTDall_ctg4292.1	22897	0.006876039318740368
evm.model.WTDall_ctg4292.1	25781	0.010177316144108772
evm.model.WTDall_ctg4292.1	18400	0.7651262879371643
evm.model.WTDall_ctg4292.1	19121	0.038516294211149216
evm.model.WTDall_ctg4292.1	33248	0.038516294211149216
evm.model.WTDall_ctg4292.1	27608	0.7651262879371643
evm.model.WTDall_ctg4292.1	27421	0.00385989504866302
evm.model.WTDall_ctg4292.1	30178	0.005832587368786335
evm.model.WTDall_ctg4292.1	27384	0.0041516851633787155
evm.model.WTDall_ctg4292.1	19752	0.5514651536941528
evm.model.WTDall_ctg4292.1	29426	0.006876039318740368
evm.model.WTDall_ctg4292.1	28889	0.2101307362318039
evm.model.WTDall_ctg4292.1	20004	0.010177316144108772
evm.model.WTDall_ctg4292.1	23801	0.7651262879371643
evm.model.hic_scaffold_6_pilon.602	2209	0.10471432656049728
evm.model.hic_scaffold_6_pilon.602	32340	0.006717151962220669
evm.model.hic_scaffold_6_pilon.602	15984	0.005832587368786335
evm.model.hic_scaffold_6_pilon.602	34907	0.00385989504866302
evm.model.hic_scaffold_6_pilon.1659	21972	0.32480037212371826
evm.model.hic_scaffold_5_pilon.1489	23043	0.014369950629770756
evm.model.hic_scaffold_5_pilon.1489	22926	0.007600587792694569
evm.model.hic_scaffold_1_pilon.635	174	0.9517076015472412
evm.model.hic_scaffold_1_pilon.636	174	0.9815192222595215
evm.model.hic_scaffold_1_pilon.1046	19542	0.007476018741726875
evm.model.hic_scaffold_1_pilon.1046	23765	0.007175676058977842
evm.model.hic_scaffold_1_pilon.1046	20147	0.007175676058977842
evm.model.hic_scaffold_1_pilon.1046	21532	0.006479518488049507
evm.model.hic_scaffold_1_pilon.1046	94	0.08392588794231415
evm.model.hic_scaffold_1_pilon.1046	32445	0.007175676058977842
evm.model.hic_scaffold_1_pilon.1046	32524	0.007175676058977842
evm.model.hic_scaffold_2_pilon.19	22811	0.015255776233971119
evm.model.hic_scaffold_2_pilon.120	24036	0.7651262879371643
evm.model.hic_scaffold_2_pilon.120	10528	0.010086681693792343
evm.model.hic_scaffold_2_pilon.127	35052	0.007120582740753889
evm.model.hic_scaffold_2_pilon.129	35052	0.007716182619333267
evm.model.hic_scaffold_2_pilon.421	6195	0.005832587368786335
evm.model.hic_scaffold_3_pilon.587	467	0.011702832765877247
evm.model.hic_scaffold_5_pilon.629	231	0.9138863682746887
evm.model.WTDall_ctg2676.3	25751	0.023019982501864433
evm.model.hic_scaffold_9_pilon.1852	2905	0.0726327896118164
evm.model.hic_scaffold_3_pilon.547	11853	0.00385989504866302
evm.model.hic_scaffold_3_pilon.547	2	0.07616733014583588
evm.model.hic_scaffold_16_pilon.109	8491	0.5653361678123474
evm.model.hic_scaffold_16_pilon.109	17926	0.008457362651824951
evm.model.hic_scaffold_16_pilon.109	13976	0.007957348600029945
evm.model.hic_scaffold_16_pilon.112	8491	0.05081484466791153
evm.model.WTDall_ctg693.5	29223	0.7461609244346619
evm.model.hic_scaffold_10_pilon.357	7215	0.04503471404314041
evm.model.hic_scaffold_10_pilon.630	29023	0.00385989504866302
evm.model.hic_scaffold_10_pilon.630	28975	0.010166586376726627
evm.model.hic_scaffold_67_pilon.25	16463	0.006621518172323704
evm.model.hic_scaffold_67_pilon.25	19278	0.009019359014928341
evm.model.hic_scaffold_67_pilon.26	16463	0.006447897758334875
evm.model.hic_scaffold_67_pilon.26	19278	0.007671640254557133
evm.model.hic_scaffold_67_pilon.26	31694	0.00385989504866302
evm.model.hic_scaffold_67_pilon.26	35396	0.00385989504866302
evm.model.hic_scaffold_67_pilon.26	34459	0.00385989504866302
evm.model.hic_scaffold_6_pilon.1825	4465	0.006750921253114939
evm.model.contig_17_pilon.2	32950	0.00385989504866302
evm.model.contig_17_pilon.2	33794	0.00385989504866302
evm.model.hic_scaffold_5_pilon.391	3527	0.25188931822776794
evm.model.hic_scaffold_5_pilon.391	11541	0.005821932572871447
evm.model.hic_scaffold_5_pilon.391	8423	0.009808126837015152
evm.model.hic_scaffold_5_pilon.393	3527	0.25188931822776794
evm.model.hic_scaffold_5_pilon.393	11541	0.005821932572871447
evm.model.hic_scaffold_5_pilon.393	8423	0.009808126837015152
evm.model.hic_scaffold_9_pilon.323	34258	0.00385989504866302
evm.model.hic_scaffold_9_pilon.323	4763	0.006750921253114939
evm.model.hic_scaffold_9_pilon.323	17835	0.00385989504866302
evm.model.hic_scaffold_3_pilon.321	5808	0.04239768162369728
evm.model.hic_scaffold_45_pilon.24	13442	0.009760422632098198
evm.model.hic_scaffold_45_pilon.24	933	0.36928147077560425
evm.model.hic_scaffold_45_pilon.24	23224	0.00385989504866302
evm.model.hic_scaffold_45_pilon.24	3848	0.09082862734794617
evm.model.hic_scaffold_45_pilon.24	33491	0.005832587368786335
evm.model.hic_scaffold_45_pilon.24	31192	0.00385989504866302
evm.model.hic_scaffold_45_pilon.24	33347	0.00385989504866302
evm.model.hic_scaffold_2_pilon.269	12449	0.7651262879371643
evm.model.WTDall_ctg240.2	30398	0.2537621557712555
evm.model.WTDall_ctg240.2	31547	0.9445341229438782
evm.model.hic_scaffold_68_pilon.13	24017	0.006876039318740368
evm.model.hic_scaffold_68_pilon.13	30049	0.006717151962220669
evm.model.hic_scaffold_68_pilon.13	14922	0.010210080072283745
evm.model.hic_scaffold_68_pilon.13	11236	0.006717151962220669
evm.model.hic_scaffold_68_pilon.13	22275	0.009447126649320126
evm.model.hic_scaffold_68_pilon.13	24383	0.02992725558578968
evm.model.hic_scaffold_68_pilon.13	18130	0.009447126649320126
evm.model.hic_scaffold_68_pilon.13	16597	0.007600587792694569
evm.model.hic_scaffold_68_pilon.13	11232	0.007600587792694569
evm.model.hic_scaffold_1_pilon.706	1733	0.007957348600029945
evm.model.hic_scaffold_5_pilon.754	33867	0.00385989504866302
evm.model.hic_scaffold_5_pilon.754	12190	0.008457362651824951
evm.model.hic_scaffold_5_pilon.754	29975	0.006256431806832552
evm.model.hic_scaffold_5_pilon.754	34748	0.00385989504866302
evm.model.hic_scaffold_5_pilon.754	8272	0.00385989504866302
evm.model.hic_scaffold_10_pilon.365	25372	0.02992725558578968
evm.model.hic_scaffold_6_pilon.886	210	0.04442102462053299
evm.model.hic_scaffold_6_pilon.886	34268	0.00385989504866302
evm.model.hic_scaffold_6_pilon.886	2012	0.07986509054899216
evm.model.WTDall_ctg253.1	35492	0.005850695539265871
evm.model.WTDall_ctg253.1	29668	0.9445341229438782
evm.model.WTDall_ctg253.1	15827	0.9832936525344849
evm.model.WTDall_ctg253.1	35777	0.013811632059514523
evm.model.WTDall_ctg253.1	34913	0.41728106141090393
evm.model.WTDall_ctg253.1	29226	0.9409948587417603
evm.model.WTDall_ctg253.1	34339	0.07337138801813126
evm.model.WTDall_ctg253.1	22742	0.9832936525344849
evm.model.WTDall_ctg253.1	35680	0.9805133938789368
evm.model.WTDall_ctg253.1	31608	0.9445341229438782
evm.model.WTDall_ctg253.1	33175	0.11232195794582367
evm.model.WTDall_ctg253.1	30542	0.9366845488548279
evm.model.WTDall_ctg253.1	34311	0.014369950629770756
evm.model.WTDall_ctg253.1	13819	0.9832936525344849
evm.model.WTDall_ctg253.1	26185	0.9832936525344849
evm.model.WTDall_ctg253.1	30130	0.9805133938789368
evm.model.WTDall_ctg253.1	29355	0.7651262879371643
evm.model.WTDall_ctg253.1	29456	0.9805133938789368
evm.model.WTDall_ctg253.1	32379	0.006842915900051594
evm.model.hic_scaffold_9_pilon.1656	15187	0.007782321888953447
evm.model.hic_scaffold_3_pilon.272	3989	0.047627534717321396
evm.model.hic_scaffold_7_pilon.963	1450	0.08257880806922913
evm.model.hic_scaffold_5_pilon.1119	2595	0.046771205961704254
evm.model.hic_scaffold_5_pilon.1119	28667	0.03366079553961754
evm.model.hic_scaffold_5_pilon.124	27618	0.014369950629770756
evm.model.hic_scaffold_5_pilon.124	26196	0.006876039318740368
evm.model.hic_scaffold_5_pilon.124	22972	0.014295963570475578
evm.model.hic_scaffold_5_pilon.124	12472	0.02081890031695366
evm.model.hic_scaffold_9_pilon.968	6489	0.7651262879371643
evm.model.hic_scaffold_7_pilon.1617	2006	0.16673879325389862
evm.model.hic_scaffold_10_pilon.648	260	0.006750921253114939
evm.model.hic_scaffold_10_pilon.665	28047	0.00385989504866302
evm.model.hic_scaffold_10_pilon.665	7978	0.007175676058977842
evm.model.hic_scaffold_10_pilon.671	31373	0.009447126649320126
evm.model.hic_scaffold_10_pilon.678	21839	0.007175676058977842
evm.model.hic_scaffold_10_pilon.678	15940	0.007476018741726875
evm.model.hic_scaffold_10_pilon.678	19133	0.006447897758334875
evm.model.hic_scaffold_10_pilon.678	7064	0.006750921253114939
evm.model.hic_scaffold_10_pilon.678	20719	0.014860974624752998
evm.model.hic_scaffold_10_pilon.679	24579	0.00385989504866302
evm.model.hic_scaffold_10_pilon.679	28957	0.00385989504866302
evm.model.hic_scaffold_10_pilon.679	21839	0.006447897758334875
evm.model.hic_scaffold_10_pilon.679	15940	0.006447897758334875
evm.model.hic_scaffold_10_pilon.679	27922	0.00385989504866302
evm.model.hic_scaffold_10_pilon.679	33542	0.00385989504866302
evm.model.hic_scaffold_10_pilon.679	19133	0.006447897758334875
evm.model.hic_scaffold_10_pilon.679	33782	0.00385989504866302
evm.model.hic_scaffold_10_pilon.679	18961	0.00385989504866302
evm.model.hic_scaffold_10_pilon.679	20820	0.005832587368786335
evm.model.hic_scaffold_10_pilon.679	7064	0.006479518488049507
evm.model.hic_scaffold_10_pilon.679	20719	0.019065894186496735
evm.model.hic_scaffold_10_pilon.679	27381	0.005832587368786335
evm.model.hic_scaffold_10_pilon.680	7064	0.006750921253114939
evm.model.hic_scaffold_10_pilon.680	27381	0.007175676058977842
evm.model.hic_scaffold_10_pilon.681	5586	0.07921244204044342
evm.model.hic_scaffold_10_pilon.683	20312	0.02123914286494255
evm.model.hic_scaffold_10_pilon.706	10330	0.016318421810865402
evm.model.hic_scaffold_10_pilon.730	11765	0.1099226176738739
evm.model.hic_scaffold_10_pilon.735	10313	0.01569877192378044
evm.model.hic_scaffold_9_pilon.849	891	0.009436213411390781
evm.model.hic_scaffold_9_pilon.851	891	0.06887507438659668
evm.model.hic_scaffold_13_pilon.91	3222	0.006479518488049507
evm.model.hic_scaffold_6_pilon.83	817	0.9562169313430786
evm.model.hic_scaffold_8_pilon.269	2396	0.8040823340415955
evm.model.hic_scaffold_10_pilon.1422	4632	0.008486403152346611
evm.model.hic_scaffold_6_pilon.897	29543	0.014369950629770756
evm.model.hic_scaffold_6_pilon.897	10678	0.5398024320602417
evm.model.hic_scaffold_3_pilon.678	34825	0.41728106141090393
evm.model.hic_scaffold_10_pilon.808	27889	0.007470692507922649
evm.model.hic_scaffold_10_pilon.808	1214	0.04442102462053299
evm.model.hic_scaffold_10_pilon.808	31731	0.005832587368786335
evm.model.hic_scaffold_10_pilon.808	23817	0.00385989504866302
evm.model.hic_scaffold_13_pilon.101	21934	0.007957348600029945
evm.model.hic_scaffold_13_pilon.101	26869	0.007637816946953535
evm.model.hic_scaffold_13_pilon.101	35549	0.007048224098980427
evm.model.hic_scaffold_13_pilon.101	20528	0.02081890031695366
evm.model.hic_scaffold_13_pilon.101	18532	0.007957348600029945
evm.model.hic_scaffold_13_pilon.101	25374	0.007637816946953535
evm.model.hic_scaffold_13_pilon.101	20002	0.013429302722215652
evm.model.hic_scaffold_13_pilon.101	22422	0.006750921253114939
evm.model.hic_scaffold_13_pilon.101	7424	0.007259667385369539
evm.model.hic_scaffold_13_pilon.101	22711	0.013429302722215652
evm.model.hic_scaffold_13_pilon.101	16908	0.007957348600029945
evm.model.hic_scaffold_13_pilon.101	19017	0.017236217856407166
evm.model.hic_scaffold_13_pilon.101	21382	0.007957348600029945
evm.model.hic_scaffold_13_pilon.101	11950	0.007957348600029945
evm.model.hic_scaffold_13_pilon.101	30198	0.009447126649320126
evm.model.hic_scaffold_13_pilon.101	13870	0.007957348600029945
evm.model.hic_scaffold_13_pilon.101	35227	0.013429302722215652
evm.model.hic_scaffold_13_pilon.101	17246	0.007957348600029945
evm.model.hic_scaffold_13_pilon.101	20501	0.007637816946953535
evm.model.hic_scaffold_13_pilon.101	15452	0.007957348600029945
evm.model.hic_scaffold_4_pilon.1327	18246	0.01212527509778738
evm.model.hic_scaffold_10_pilon.454	13288	0.006447897758334875
evm.model.hic_scaffold_10_pilon.454	34384	0.005648948717862368
evm.model.hic_scaffold_10_pilon.454	29210	0.006479518488049507
evm.model.hic_scaffold_10_pilon.454	25241	0.00385989504866302
evm.model.hic_scaffold_10_pilon.454	15804	0.007476018741726875
evm.model.hic_scaffold_10_pilon.454	35471	0.005832587368786335
evm.model.hic_scaffold_10_pilon.454	33839	0.006256431806832552
evm.model.hic_scaffold_10_pilon.454	24483	0.00385989504866302
evm.model.hic_scaffold_10_pilon.454	16642	0.006447897758334875
evm.model.hic_scaffold_10_pilon.454	13088	0.006447897758334875
evm.model.hic_scaffold_10_pilon.454	34047	0.006717151962220669
evm.model.hic_scaffold_10_pilon.454	23357	0.00385989504866302
evm.model.hic_scaffold_10_pilon.454	7862	0.006750921253114939
evm.model.hic_scaffold_10_pilon.454	30327	0.005978799425065517
evm.model.hic_scaffold_10_pilon.454	29071	0.006750921253114939
evm.model.hic_scaffold_10_pilon.454	32343	0.00385989504866302
evm.model.hic_scaffold_6_pilon.1422	16065	0.022280320525169373
evm.model.hic_scaffold_6_pilon.1483	16802	0.00385989504866302
evm.model.hic_scaffold_6_pilon.1483	7787	0.005978799425065517
evm.model.hic_scaffold_54_pilon.16	28898	0.011408084072172642
evm.model.hic_scaffold_54_pilon.16	34099	0.006447897758334875
evm.model.hic_scaffold_54_pilon.16	31134	0.006447897758334875
evm.model.hic_scaffold_54_pilon.16	27184	0.006717151962220669
evm.model.hic_scaffold_54_pilon.16	34946	0.007600587792694569
evm.model.hic_scaffold_54_pilon.16	32751	0.007805002387613058
evm.model.hic_scaffold_4_pilon.422	26900	0.00385989504866302
evm.model.hic_scaffold_4_pilon.422	19298	0.02735242433845997
evm.model.hic_scaffold_4_pilon.422	14353	0.025116581469774246
evm.model.hic_scaffold_10_pilon.2	14441	0.2717406153678894
evm.model.hic_scaffold_10_pilon.2	9716	0.038516294211149216
evm.model.hic_scaffold_10_pilon.2	17271	0.05081484466791153
evm.model.hic_scaffold_10_pilon.2	27901	0.010166586376726627
evm.model.hic_scaffold_10_pilon.2	24485	0.009447126649320126
evm.model.hic_scaffold_10_pilon.2	13344	0.030527545139193535
evm.model.hic_scaffold_10_pilon.2	22861	0.00791759230196476
evm.model.hic_scaffold_10_pilon.2	16810	0.023019982501864433
evm.model.hic_scaffold_10_pilon.2	10300	0.2101307362318039
evm.model.hic_scaffold_10_pilon.2	13210	0.43782857060432434
evm.model.hic_scaffold_10_pilon.2	21247	0.010210080072283745
evm.model.hic_scaffold_10_pilon.2	31779	0.08257880806922913
evm.model.hic_scaffold_10_pilon.3	14441	0.22476723790168762
evm.model.hic_scaffold_10_pilon.3	17271	0.14707864820957184
evm.model.hic_scaffold_10_pilon.3	13344	0.030527545139193535
evm.model.hic_scaffold_10_pilon.3	16810	0.03534784913063049
