OG	group	tree_position	Dcor_Gene	Alus_Gene	Annotation	D1_category	D2_category	GEP	Core D1	Core D2	Dalotia_D1	Aleochara_D1	Dalotia_D2	Aleochara_D2
OG0000002	21		Dcor_evm.model.hic_scaffold_7_pilon.1275	Alus_evm.model.scaffold12674.2	Cuticle protein 19	NA	NA	NA	n	n	0	0	0	0
OG0000002	22		Dcor_evm.model.hic_scaffold_7_pilon.1292	Alus_evm.model.scaffold13646.1	Cuticle protein 19	NA	NA	NA	n	n	0	0	0	0
OG0000002	23		Dcor_evm.model.hic_scaffold_7_pilon.1284	Alus_evm.model.scaffold09037.3	Cuticle protein 19	NA	NA	NA	n	n	0	0	0	0
OG0000002	29		Dcor_evm.model.hic_scaffold_7_pilon.1578	Alus_evm.model.scaffold06394.3	Cuticle protein 19	NA	NA	NA	n	n	0	0	0	0
OG0000002	31		Dcor_evm.model.hic_scaffold_5_pilon.115	Alus_evm.model.scaffold10716.1	Cuticle protein 19	NA	NA	NA	n	n	0	0	0	0
OG0000002	32		Dcor_evm.model.hic_scaffold_6_pilon.90	Alus_evm.model.scaffold10065.2	Cuticle protein 19	NA	NA	NA	n	n	0	0	0	0
OG0000002	33		Dcor_evm.model.hic_scaffold_5_pilon.119	Alus_evm.model.scaffold10716.2	Cuticle protein 19	NA	NA	NA	n	n	0	0	0	0
OG0000002	28		Dcor_evm.model.hic_scaffold_7_pilon.1280	Alus_evm.model.scaffold16563.1	Cuticle protein 19	NA	NA	NA	n	n	0	0	0	0
OG0000002	16		Dcor_evm.model.hic_scaffold_7_pilon.1277	Alus_evm.model.scaffold10508.3	hypothetical protein	NA	NA	NA	n	n	0	0	0	0
OG0000002	26		Dcor_evm.model.hic_scaffold_7_pilon.1580	Alus_evm.model.scaffold13668.1	PREDICTED: cuticle protein 7-like	NA	NA	NA	n	n	0	0	0	0
OG0000002	27		Dcor_evm.model.hic_scaffold_5_pilon.111	Alus_evm.model.scaffold02020.1	PREDICTED: uncharacterized protein LOC108569833	NA	NA	NA	n	n	0	0	0	0
OG0000003	35		Dcor_evm.model.hic_scaffold_1_pilon.1110	Alus_evm.model.scaffold07719.2	PREDICTED: uncharacterized protein LOC108560589	NA	NA	NA	n	n	0	0	0	0
OG0000003	36		Dcor_evm.model.scaffold4622_size1188.1	Alus_evm.model.scaffold16499.1	Putative 115 kDa protein in type-1 retrotransposable element R1DM	NA	NA	NA	n	n	0	0	0	0
OG0000003	34		Dcor_evm.model.hic_scaffold_1_pilon.1082	Alus_evm.model.scaffold05689.3	Retrovirus-related Pol polyprotein from type-1 retrotransposable element R1 (Fragment)	NA	NA	NA	n	n	0	0	0	0
OG0000004	42		Dcor_evm.model.hic_scaffold_7_pilon.1313	Alus_evm.model.scaffold09697.7	Cytochrome P450 4C1	Alus_enriched	Alus_enriched	NA	n	n	0	1	0	1
OG0000004	40		Dcor_evm.model.hic_scaffold_7_pilon.617	Alus_evm.model.scaffold06808.5	Cytochrome P450 4C1	NA	Alus_enriched	NA	n	n	0	0	0	1
OG0000004	39		Dcor_evm.model.hic_scaffold_7_pilon.618	Alus_evm.model.scaffold06808.3	Cytochrome P450 4C1	NA	NA	NA	n	n	0	0	0	0
OG0000004	44		Dcor_evm.model.hic_scaffold_7_pilon.1406	Alus_evm.model.scaffold09697.5	Cytochrome P450 4C1	NA	NA	NA	n	n	0	0	0	0
OG0000004	41		Dcor_evm.model.hic_scaffold_6_pilon.1662	Alus_evm.model.scaffold00584.4	Cytochrome P450 4C1	NA	NA	NA	n	n	0	0	0	0
OG0000004	43		Dcor_evm.model.hic_scaffold_7_pilon.1404	Alus_evm.model.scaffold09697.4	Cytochrome P450 4c3 	NA	NA	NA	n	n	0	0	0	0
OG0000004	37		Dcor_evm.model.hic_scaffold_6_pilon.749	Alus_evm.model.scaffold06343.6	Cytochrome P450 4d2	NA	NA	NA	n	n	0	0	0	0
OG0000004	38		Dcor_evm.model.hic_scaffold_7_pilon.614	Alus_evm.model.scaffold08959.1	Cytochrome P450 4d2	NA	NA	NA	n	n	0	0	0	0
OG0000005	47		Dcor_evm.model.WTDcor_ctg274.2	Alus_evm.model.scaffold08100.1	"gag-pol polyprotein, partial"	NA	NA	NA	n	n	0	0	0	0
OG0000005	49		Dcor_evm.model.WTDall_ctg2576.1	Alus_evm.model.scaffold08905.2	Integrase core domain	NA	NA	NA	n	n	0	0	0	0
OG0000005	51		Dcor_evm.model.WTDall_ctg2217.3	Alus_evm.model.scaffold05459.1	Integrase core domain	NA	NA	NA	n	n	0	0	0	0
OG0000005	52		Dcor_evm.model.WTDall_ctg4617.4	Alus_evm.model.scaffold10420.3	Integrase core domain	NA	NA	NA	n	n	0	0	0	0
OG0000005	53		Dcor_evm.model.scaffold6586_size1037.1	Alus_evm.model.scaffold17389.1	Integrase core domain	NA	NA	NA	n	n	0	0	0	0
OG0000005	50		Dcor_evm.model.hic_scaffold_7_pilon.871	Alus_evm.model.scaffold08298.1	PREDICTED: uncharacterized protein K02A2.6-like	NA	NA	NA	n	n	0	0	0	0
OG0000005	46		Dcor_evm.model.hic_scaffold_4_pilon.623	Alus_evm.model.scaffold15218.1	Transposon Tf2-7 polyprotein	NA	NA	NA	n	n	0	0	0	0
OG0000005	48		Dcor_evm.model.hic_scaffold_7_pilon.485	Alus_evm.model.scaffold18196.6	uncharacterized protein LOC112638918	NA	NA	NA	n	n	0	0	0	0
OG0000005	45		Dcor_evm.model.hic_scaffold_63_pilon.7	Alus_evm.model.scaffold04218.1	uncharacterized protein LOC112906234	NA	NA	NA	n	n	0	0	0	0
OG0000005	54		Dcor_evm.model.hic_scaffold_3_pilon.918	Alus_evm.model.scaffold14873.2	uncharacterized protein LOC113371461	NA	NA	NA	n	n	0	0	0	0
OG0000006	55		Dcor_evm.model.hic_scaffold_9_pilon.848	Alus_evm.model.scaffold08082.1	Cytochrome P450 9e2	Alus_enriched	Alus_enriched	NA	n	n	0	1	0	1
OG0000006	57		Dcor_evm.model.hic_scaffold_1_pilon.924	Alus_evm.model.scaffold14835.8	Cytochrome P450 9e2	NA	Alus_enriched	GEP17	n	n	0	0	0	1
OG0000006	56		Dcor_evm.model.hic_scaffold_4_pilon.706	Alus_evm.model.scaffold05905.7	Cytochrome P450 9e2	NA	NA	NA	n	n	0	0	0	0
OG0000006	59		Dcor_evm.model.hic_scaffold_9_pilon.128	Alus_evm.model.scaffold09100.1	Cytochrome P450 9e2	NA	NA	NA	n	n	0	0	0	0
OG0000006	61		Dcor_evm.model.hic_scaffold_9_pilon.823	Alus_evm.model.scaffold05905.6	Cytochrome P450 9e2	NA	NA	NA	n	n	0	0	0	0
OG0000006	60		Dcor_evm.model.hic_scaffold_9_pilon.136	Alus_evm.model.scaffold07979.2	Cytochrome P450 9e2	NA	NA	GEP17	n	n	0	0	0	0
OG0000006	58		Dcor_evm.model.hic_scaffold_1_pilon.692	Alus_evm.model.scaffold04705.1	Cytochrome P450 9e2	NA	NA	NA	n	n	0	0	0	0
OG0000007	62		Dcor_evm.model.hic_scaffold_67_pilon.11	Alus_evm.model.scaffold15887.5	hypothetical protein	NA	NA	NA	n	n	0	0	0	0
OG0000007	65		Dcor_evm.model.hic_scaffold_45_pilon.6	Alus_evm.model.scaffold04218.5	hypothetical protein	NA	NA	NA	n	n	0	0	0	0
OG0000007	64		Dcor_evm.model.hic_scaffold_18_pilon.15	Alus_evm.model.scaffold03808.2	Probable RNA-directed DNA polymerase from transposon BS 	Dcor_enriched	NA	NA	n	n	1	0	0	0
OG0000007	63		Dcor_evm.model.WTDall_ctg334.1	Alus_evm.model.scaffold08308.3	RNA-directed DNA polymerase from mobile element jockey	NA	NA	NA	n	n	0	0	0	0
OG0000008	69		Dcor_evm.model.hic_scaffold_10_pilon.294	Alus_evm.model.scaffold05609.1	Gustatory receptor	NA	NA	NA	n	n	0	0	0	0
OG0000008	68		Dcor_evm.model.hic_scaffold_10_pilon.292	Alus_evm.model.scaffold00085.1	Gustatory receptor	NA	NA	NA	n	n	0	0	0	0
OG0000008	67		Dcor_evm.model.hic_scaffold_9_pilon.736	Alus_evm.model.scaffold02246.1	PREDICTED: putative gustatory receptor 28b	NA	NA	NA	n	n	0	0	0	0
OG0000008	70		Dcor_evm.model.hic_scaffold_10_pilon.295	Alus_evm.model.scaffold16193.1	PREDICTED: putative gustatory receptor 28b	NA	NA	NA	n	n	0	0	0	0
OG0000008	66		Dcor_evm.model.hic_scaffold_1_pilon.659	Alus_evm.model.scaffold08275.4	PREDICTED: uncharacterized protein LOC108561481	NA	NA	NA	n	n	0	0	0	0
OG0000009	76		Dcor_evm.model.hic_scaffold_2_pilon.335	Alus_evm.model.scaffold10005.7	Copia protein	NA	NA	NA	n	n	0	0	0	0
OG0000009	71		Dcor_evm.model.hic_scaffold_1_pilon.861	Alus_evm.model.scaffold00980.10	Lipase 1	NA	NA	NA	n	n	0	0	0	0
OG0000009	75		Dcor_evm.model.scaffold2479_size1422.1	Alus_evm.model.scaffold13660.7	Lipase 1	NA	NA	NA	n	n	0	0	0	0
OG0000009	79		Dcor_evm.model.hic_scaffold_6_pilon.1778	Alus_evm.model.scaffold18456.5	Lipase 1	NA	NA	NA	n	n	0	0	0	0
OG0000009	78		Dcor_evm.model.hic_scaffold_9_pilon.142	Alus_evm.model.scaffold10490.1	Lipase 1	NA	NA	NA	n	n	0	0	0	0
OG0000009	74		Dcor_evm.model.hic_scaffold_5_pilon.339	Alus_evm.model.scaffold13660.4	Lipase 1 	NA	NA	NA	n	n	0	0	0	0
OG0000009	73		Dcor_evm.model.scaffold1327_size1786.1	Alus_evm.model.scaffold07209.10	Lipase 3	NA	NA	NA	n	n	0	0	0	0
OG0000009	77		Dcor_evm.model.hic_scaffold_6_pilon.1418	Alus_evm.model.scaffold05831.1	Lipase 3	NA	NA	NA	n	n	0	0	0	0
OG0000009	72		Dcor_evm.model.hic_scaffold_1_pilon.860	Alus_evm.model.scaffold00980.9	Lipase 3	NA	NA	NA	n	n	0	0	0	0
OG0000009	80		Dcor_evm.model.scaffold1853_size1519.1	Alus_evm.model.scaffold07209.12	Putative lysosomal acid lipase/cholesteryl ester hydrolase	NA	NA	NA	n	n	0	0	0	0
OG0000010	86		Dcor_evm.model.hic_scaffold_10_pilon.136	Alus_evm.model.scaffold15871.3	Transmembrane protease serine 9	NA	NA	NA	n	n	0	0	0	0
OG0000010	85		Dcor_evm.model.hic_scaffold_10_pilon.571	Alus_evm.model.scaffold17428.4	Trypsin 3A1	NA	NA	NA	n	n	0	0	0	0
OG0000010	81		Dcor_evm.model.hic_scaffold_10_pilon.135	Alus_evm.model.scaffold15871.5	Trypsin beta	NA	NA	NA	n	n	0	0	0	0
OG0000010	82		Dcor_evm.model.hic_scaffold_10_pilon.76	Alus_evm.model.scaffold03498.3	Trypsin-1	NA	NA	NA	n	n	0	0	0	0
OG0000010	83		Dcor_evm.model.hic_scaffold_13_pilon.44	Alus_evm.model.scaffold14050.7	Trypsin-1	NA	NA	GEP9	n	n	0	0	0	0
OG0000010	87		Dcor_evm.model.hic_scaffold_10_pilon.570	Alus_evm.model.scaffold17428.2	Trypsin-2	Dcor_enriched	NA	NA	n	n	1	0	0	0
OG0000010	84		Dcor_evm.model.hic_scaffold_10_pilon.569	Alus_evm.model.scaffold17428.1	Trypsin-2	NA	NA	NA	n	n	0	0	0	0
OG0000013	88		Dcor_evm.model.hic_scaffold_4_pilon.329	Alus_evm.model.scaffold02526.3	hypothetical protein	NA	NA	NA	n	n	0	0	0	0
OG0000013	90		Dcor_evm.model.hic_scaffold_4_pilon.1296	Alus_evm.model.scaffold03145.4	hypothetical protein	NA	NA	NA	n	n	0	0	0	0
OG0000013	89		Dcor_evm.model.contig_135_pilon.1	Alus_evm.model.scaffold05416.3	hypothetical protein TcasGA2_TC010296	NA	NA	NA	n	n	0	0	0	0
OG0000014	91		Dcor_evm.model.WTDall_ctg5529.1	Alus_evm.model.scaffold01095.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	NA	NA	NA	n	n	0	0	0	0
OG0000014	92		Dcor_evm.model.hic_scaffold_10_pilon.531	Alus_evm.model.scaffold02147.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	NA	NA	NA	n	n	0	0	0	0
OG0000014	93		Dcor_evm.model.hic_scaffold_44_pilon.8	Alus_evm.model.scaffold06253.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	NA	NA	NA	n	n	0	0	0	0
OG0000014	94		Dcor_evm.model.hic_scaffold_1_pilon.452	Alus_evm.model.scaffold17952.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	NA	NA	NA	n	n	0	0	0	0
OG0000014	95		Dcor_evm.model.hic_scaffold_38_pilon.1	Alus_evm.model.scaffold04141.3	Retrovirus-related Pol polyprotein from transposon TNT 1-94	NA	NA	NA	n	n	0	0	0	0
OG0000015	102		Dcor_evm.model.hic_scaffold_25_pilon.34	Alus_evm.model.scaffold18537.7	Multidrug resistance-associated protein 4	NA	Dcor_enriched	NA	n	n	0	0	1	0
OG0000015	96		Dcor_evm.model.hic_scaffold_7_pilon.26	Alus_evm.model.scaffold02278.11	Multidrug resistance-associated protein 4	NA	NA	NA	n	n	0	0	0	0
OG0000015	97		Dcor_evm.model.hic_scaffold_7_pilon.176	Alus_evm.model.scaffold16718.6	Probable multidrug resistance-associated protein lethal(2)03659	NA	Alus_enriched	NA	n	n	0	0	0	1
OG0000015	100		Dcor_evm.model.hic_scaffold_7_pilon.498	Alus_evm.model.scaffold06337.5	Probable multidrug resistance-associated protein lethal(2)03659	Dcor_enriched	NA	NA	n	n	1	0	0	0
OG0000015	99		Dcor_evm.model.hic_scaffold_7_pilon.555	Alus_evm.model.scaffold05820.3	Probable multidrug resistance-associated protein lethal(2)03659	NA	NA	NA	n	n	0	0	0	0
OG0000015	101		Dcor_evm.model.hic_scaffold_5_pilon.774	Alus_evm.model.scaffold01010.7	Probable multidrug resistance-associated protein lethal(2)03659	NA	NA	NA	n	n	0	0	0	0
OG0000016	103		Dcor_evm.model.hic_scaffold_46_pilon.7	Alus_evm.model.scaffold02751.3	hypothetical protein	NA	NA	NA	n	n	0	0	0	0
OG0000016	105		Dcor_evm.model.hic_scaffold_30_pilon.10	Alus_evm.model.scaffold00242.3	hypothetical protein	NA	NA	NA	n	n	0	0	0	0
OG0000016	104		Dcor_evm.model.hic_scaffold_30_pilon.11	Alus_evm.model.scaffold05423.1	Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 (Fragment) 	Dcor_enriched	Dcor_enriched	NA	n	n	1	0	1	0
OG0000017	108		Dcor_evm.model.hic_scaffold_10_pilon.1115	Alus_evm.model.scaffold07561.2	Ecdysteroid UDP-glucosyltransferase	Alus_enriched	Alus_enriched	NA	n	n	0	1	0	1
OG0000017	107		Dcor_evm.model.hic_scaffold_10_pilon.450	Alus_evm.model.scaffold00470.4	Ecdysteroid UDP-glucosyltransferase	Alus_enriched	NA	NA	n	n	0	1	0	0
OG0000017	106		Dcor_evm.model.hic_scaffold_5_pilon.953	Alus_evm.model.scaffold00184.4	Ecdysteroid UDP-glucosyltransferase	NA	NA	NA	n	n	0	0	0	0
OG0000017	109		Dcor_evm.model.hic_scaffold_10_pilon.449	Alus_evm.model.scaffold00470.3	Ecdysteroid UDP-glucosyltransferase	NA	NA	NA	n	n	0	0	0	0
OG0000018	113	B	Dcor_evm.model.hic_scaffold_10_pilon.596	Alus_evm.model.scaffold10131.2	Acyl-CoA Delta(11) desaturase	NA	enriched	GEP17	n	y	0	0	1	1
OG0000018	112		Dcor_evm.model.hic_scaffold_10_pilon.149	Alus_evm.model.scaffold16267.4	Fatty acyl-CoA reductase wat	Dcor_enriched	Dcor_enriched	NA	n	n	1	0	1	0
OG0000018	120		Dcor_evm.model.hic_scaffold_10_pilon.597	Alus_evm.model.scaffold16859.14	Acyl-CoA Delta(11) desaturase	NA	Dcor_enriched	NA	n	n	0	0	1	0
OG0000018	114		Dcor_evm.model.hic_scaffold_4_pilon.537	Alus_evm.model.scaffold03599.1	Acyl-CoA Delta(11) desaturase	NA	NA	NA	n	n	0	0	0	0
OG0000018	110		Dcor_evm.model.hic_scaffold_10_pilon.592	Alus_evm.model.scaffold17135.4	Acyl-CoA Delta(11) desaturase	NA	NA	NA	n	n	0	0	0	0
OG0000018	117		Dcor_evm.model.hic_scaffold_10_pilon.901	Alus_evm.model.scaffold17108.14	Acyl-CoA Delta(11) desaturase 	NA	NA	NA	n	n	0	0	0	0
OG0000018	115		Dcor_evm.model.hic_scaffold_5_pilon.1134	Alus_evm.model.scaffold00684.2	Acyl-CoA desaturase	NA	NA	GEP9	n	n	0	0	0	0
OG0000018	118		Dcor_evm.model.hic_scaffold_10_pilon.896	Alus_evm.model.scaffold17108.11	Acyl-CoA desaturase	NA	NA	NA	n	n	0	0	0	0
OG0000018	119		Dcor_evm.model.hic_scaffold_10_pilon.894	Alus_evm.model.scaffold17108.10	Acyl-CoA desaturase	NA	NA	NA	n	n	0	0	0	0
OG0000018	116		Dcor_evm.model.hic_scaffold_2_pilon.517	Alus_evm.model.scaffold08988.3	Acyl-CoA desaturase 1	NA	NA	NA	n	n	0	0	0	0
OG0000018	111		Dcor_evm.model.hic_scaffold_10_pilon.590	Alus_evm.model.scaffold17135.1	Delta(9)-fatty-acid desaturase fat-6	NA	NA	GEP17	n	n	0	0	0	0
OG0000019	122		Dcor_evm.model.hic_scaffold_5_pilon.385	Alus_evm.model.scaffold00977.1	Ecdysteroid UDP-glucosyltransferase	NA	NA	NA	n	n	0	0	0	0
OG0000019	124		Dcor_evm.model.hic_scaffold_9_pilon.1192	Alus_evm.model.scaffold02485.2	UDP-glucuronosyltransferase 1-8	NA	NA	NA	n	n	0	0	0	0
OG0000019	123		Dcor_evm.model.hic_scaffold_4_pilon.636	Alus_evm.model.scaffold10384.1	UDP-glucuronosyltransferase 2A3	NA	NA	NA	n	n	0	0	0	0
OG0000022	126		Dcor_evm.model.hic_scaffold_3_pilon.912	Alus_evm.model.scaffold00289.2	hypothetical protein	NA	NA	NA	n	n	0	0	0	0
OG0000022	127		Dcor_evm.model.hic_scaffold_31_pilon.13	Alus_evm.model.scaffold03808.1	hypothetical protein	NA	NA	NA	n	n	0	0	0	0
OG0000022	125		Dcor_evm.model.hic_scaffold_67_pilon.6	Alus_evm.model.scaffold03516.1	"nucleic acid binding protein from transposon X element, partial"	NA	NA	NA	n	n	0	0	0	0
OG0000023	129		Dcor_evm.model.hic_scaffold_4_pilon.157	Alus_evm.model.scaffold15016.9	Myrosinase 1	NA	Dcor_enriched	NA	n	n	0	0	1	0
OG0000023	130		Dcor_evm.model.hic_scaffold_5_pilon.1483	Alus_evm.model.scaffold15016.14	Myrosinase 1	Alus_enriched	NA	NA	n	n	0	1	0	0
OG0000023	131		Dcor_evm.model.hic_scaffold_4_pilon.1096	Alus_evm.model.scaffold15016.15	Myrosinase 1	Alus_enriched	NA	NA	n	n	0	1	0	0
OG0000023	128		Dcor_evm.model.hic_scaffold_9_pilon.1810	Alus_evm.model.scaffold15334.9	Myrosinase 1	NA	NA	NA	n	n	0	0	0	0
OG0000023	133		Dcor_evm.model.contig_84_pilon.1	Alus_evm.model.scaffold07807.2	Myrosinase 1	NA	NA	NA	n	n	0	0	0	0
OG0000025	134		Dcor_evm.model.hic_scaffold_2_pilon.19	Alus_evm.model.scaffold07268.1	Copia protein	NA	NA	NA	n	n	0	0	0	0
OG0000025	135		Dcor_evm.model.hic_scaffold_23_pilon.25	Alus_evm.model.scaffold02618.1	PREDICTED: uncharacterized protein LOC105447802	NA	NA	NA	n	n	0	0	0	0
OG0000025	136		Dcor_evm.model.hic_scaffold_35_pilon.11	Alus_evm.model.scaffold14219.2	Retrovirus-related Pol polyprotein from transposon RE1	NA	NA	NA	n	n	0	0	0	0
OG0000025	137		Dcor_evm.model.hic_scaffold_5_pilon.304	Alus_evm.model.scaffold04968.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	NA	NA	NA	n	n	0	0	0	0
OG0000025	138		Dcor_evm.model.WTDall_ctg5529.2	Alus_evm.model.scaffold07719.25	Reverse transcriptase (RNA-dependent DNA polymerase)	NA	NA	NA	n	n	0	0	0	0
OG0000026	140		Dcor_evm.model.hic_scaffold_4_pilon.422	Alus_evm.model.scaffold07046.17	PREDICTED: uncharacterized protein LOC108559189	Alus_enriched	NA	NA	n	n	0	1	0	0
OG0000026	141		Dcor_evm.model.hic_scaffold_4_pilon.456	Alus_evm.model.scaffold07046.22	PREDICTED: uncharacterized protein LOC108559189	Alus_enriched	NA	NA	n	n	0	1	0	0
OG0000026	142		Dcor_evm.model.hic_scaffold_1_pilon.267	Alus_evm.model.scaffold04539.1	PREDICTED: uncharacterized protein LOC108568551	NA	NA	NA	n	n	0	0	0	0
OG0000026	143		Dcor_evm.model.hic_scaffold_3_pilon.1005	Alus_evm.model.scaffold08181.5	PREDICTED: uncharacterized protein LOC108568564	NA	NA	NA	n	n	0	0	0	0
OG0000026	139		Dcor_evm.model.hic_scaffold_4_pilon.458	Alus_evm.model.scaffold07046.21	putative juvenile hormone-inducible protein	Alus_enriched	Dcor_enriched	NA	n	n	0	1	1	0
OG0000029	144		Dcor_evm.model.hic_scaffold_7_pilon.1415	Alus_evm.model.scaffold17727.1	PREDICTED: LOW QUALITY PROTEIN: zinc finger protein 470-like	NA	NA	NA	n	n	0	0	0	0
OG0000029	145		Dcor_evm.model.hic_scaffold_13_pilon.55	Alus_evm.model.scaffold05963.1	PREDICTED: zinc finger protein 613-like	NA	NA	NA	n	n	0	0	0	0
OG0000029	146		Dcor_evm.model.hic_scaffold_7_pilon.1430	Alus_evm.model.scaffold15440.10	PREDICTED: zinc finger protein 676-like	NA	Alus_enriched	NA	n	n	0	0	0	1
OG0000029	148		Dcor_evm.model.hic_scaffold_4_pilon.930	Alus_evm.model.scaffold05772.9	PREDICTED: zinc finger protein OZF-like	NA	NA	GEP17	n	n	0	0	0	0
OG0000029	147		Dcor_evm.model.hic_scaffold_7_pilon.231	Alus_evm.model.scaffold11368.4	zinc finger protein 12	NA	NA	NA	n	n	0	0	0	0
OG0000029	149		Dcor_evm.model.hic_scaffold_7_pilon.82	Alus_evm.model.scaffold07869.5	zinc finger protein 583	NA	NA	NA	n	n	0	0	0	0
OG0000029	150		Dcor_evm.model.hic_scaffold_7_pilon.83	Alus_evm.model.scaffold07869.4	zinc finger protein OZF isoform X1	NA	NA	NA	n	n	0	0	0	0
OG0000030	157		Dcor_evm.model.hic_scaffold_10_pilon.534	Alus_evm.model.scaffold17511.17	Venom acid phosphatase Acph-1	Alus_enriched	Dcor_enriched	NA	n	n	0	1	1	0
OG0000030	151		Dcor_evm.model.hic_scaffold_10_pilon.20	Alus_evm.model.scaffold13535.3	Venom acid phosphatase Acph-1	NA	NA	NA	n	n	0	0	0	0
OG0000030	152		Dcor_evm.model.hic_scaffold_10_pilon.544	Alus_evm.model.scaffold05469.6	Venom acid phosphatase Acph-1	NA	NA	NA	n	n	0	0	0	0
OG0000030	154		Dcor_evm.model.hic_scaffold_9_pilon.1470	Alus_evm.model.scaffold01804.4	Venom acid phosphatase Acph-1	NA	NA	NA	n	n	0	0	0	0
OG0000030	155		Dcor_evm.model.hic_scaffold_10_pilon.16	Alus_evm.model.scaffold16924.3	Venom acid phosphatase Acph-1	NA	NA	NA	n	n	0	0	0	0
OG0000030	156		Dcor_evm.model.hic_scaffold_10_pilon.13	Alus_evm.model.scaffold16924.1	Venom acid phosphatase Acph-1	NA	NA	NA	n	n	0	0	0	0
